artist,genres,popularity,followers,artist_id
Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,2165901,4DdkRBBYG6Yk9Ka8tdJ9BW
Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",79,4564711,6MDME20pz9RveH9rEXvrOM
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",82,18562191,69GGBxA162lTqCwzJG5jLp
21 Savage,"['atl hip hop', 'rap', 'trap']",87,10408172,1URnnhqYAYcrqrcwql10ft
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,58912968,3TVXtAsR1Inumwj472S9r4
Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",84,22679858,0EmeFodog0BfCgMzAIvKQp
Alex Sensation,['reggaeton'],57,140659,0OROVBEZCocg0FcgJpyBse
Axwell /\ Ingrosso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",69,2338113,2XnBwblw31dfGnspMIwgWz
Migos,"['atl hip hop', 'rap', 'trap']",81,11922385,6oMuImdp5ZcFhWP0ESe6mG
Nacho,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",69,3812496,2ayNSoKPCRAfjp6hQ76hRu
Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",82,21069304,6S2OmqARrzebs0tKUEyXyp
Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",87,35384270,7n2wHs1TKAczGzO7Dd2rGr
Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",80,15213532,60d24wfXkVzDSfLS6hyCjZ
Michael Jackson,"['pop', 'r&b', 'soul']",84,20731789,3fMbdgg4jU18AjLCKBhRSm
MC Fioti,"['funk carioca', 'funk paulista']",59,1449958,2W6kbe0nm96COrHzNmfLLd
Wisin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",82,7253717,3E6xrwgnVfYCrCs0ePERDz
A$AP Ferg,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",76,3154762,5dHt1vcEm9qb8fCyLcB3HL
Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",76,4741122,4vhNDa5ycK0ST968ek7kRr
Rita Ora,"['australian pop', 'dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",77,7050552,5CCwRZC6euC8Odo6y9X8jr
Famous Dex,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",65,2290691,0WOxhx4hikIsyF3CRPLC8W
Joey Montana,"['latin', 'latin hip hop', 'latin pop', 'panamanian pop', 'pop reggaeton', 'reggaeton', 'trap latino']",67,2366165,3ATyg4fGC9F8trfb0GRWmX
Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",81,7496438,46SHBwWsqBkxI7EeeBEQG7
Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",83,20941068,1vCWHaC5f2uS3yhpwWbIA6
Lauv,"['dance pop', 'electropop', 'pop']",81,4663143,5JZ7CnR6gTvEMKX4g70Amv
DJ Khaled,"['dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,6695797,0QHgL1lAIqAw0HtD7YldmP
Alan Walker,['electro house'],84,31358162,7vk5e3vY1uw9plTHJAMwjN
Travis Scott,"['rap', 'slap house']",92,19007037,0Y5tJX1MQlPlqiwlOH1tJY
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",86,16473162,26VFTg2z8YR0cCuwLzESi2
Liam Payne,"['dance pop', 'pop', 'post-teen pop']",72,8649581,5pUo3fmmHT8bhCyHE52hA6
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",85,22303659,7CajNmpbOovFoOoasH2HaY
Bruno Mars,"['dance pop', 'pop']",92,35697282,0du5cEVh5yTK9QJze8zA0C
Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",75,2562202,5BcAKTbp20cv7tC5VqPFoC
Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",84,10357958,07YZf4WDAMNwqr4jfgOZ8y
XXXTENTACION,"['emo rap', 'miami hip hop']",90,32448652,15UsOTVnJzReFVN1VCnxy4
Machine Gun Kelly,['ohio hip hop'],84,4151061,6TIYQ3jFPwQSRmorSezPxX
Justin Bieber,"['canadian pop', 'pop']",96,53327215,1uNFoZAHBGtllmzznpCI3s
Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']",76,1805819,1G9G7WwrXka3Z1r7aIDjI7
Sia,"['australian dance', 'australian pop', 'pop']",87,21526217,5WUlDfRSoLAfcVSX1WnrxN
Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",79,3727260,360IAlyVv4PCEVjgyMZrxK
Lil Xan,"['emo rap', 'underground hip hop', 'vapor trap']",64,2193829,3EXdLajEO02ziZ90P90bSW
Zedd,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'tropical house']",78,5613978,2qxJFvFYMEDqd7ui6kSAcq
Gucci Mane,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,4057777,13y7CgLHjMVRMDqxdx0Xdo
Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",89,10845087,1RyvyyTE3xzB2ZywiAwp0i
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",76,3303847,7gP3bB2nilZXLfPHJhMdvc
Romeo Santos,"['bachata', 'latin']",82,13651866,5lwmRuXgjX8xIwlnauTZIP
BTS,"['k-pop', 'k-pop boy group']",95,41869062,3Nrfpe0tUJi4K4DXYWgMUX
Sebastian Yatra,"['colombian pop', 'latin', 'reggaeton colombiano']",84,17194788,07YUOmWljBTXwIseAUd9TW
James Arthur,"['pop', 'talent show', 'uk pop']",83,8937293,4IWBUUAFIplrNtaOHcJPRM
Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",88,25017932,4VMYDCV2IEDYJArk749S6m
Marvin Gaye,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",75,4328650,3koiLjNrgRTNbOwViDipeA
Macklemore,"['pop rap', 'seattle hip hop']",76,1799922,3JhNCzhSMTxs9WLGJJxWOY
Wolfine,"['colombian pop', 'latin', 'latin hip hop', 'latin pop', 'reggaeton', 'trap latino']",61,1355159,2OnKRchqP7tT0FzTvWIFI7
Jonas Blue,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",78,3412841,1HBjj22wzbscIZ9sEb5dyf
Manuel Turizo,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",82,8506457,0tmwSHipWxN12fsoLcFU3B
Taylor Swift,['pop'],100,45862065,06HL4z0CvFAxyc27GXpf02
MC Kevinho,"['funk carioca', 'funk ostentacao', 'funk pop']",70,7726582,1mXAhKnZEdF6rotyyd4GBi
The Jackson 5,"['motown', 'soul']",72,1189795,2iE18Oxc8YSumAU232n4rW
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",95,38840973,1Xyo4u8uXC1ZmMpatF05PJ
Queen,"['classic rock', 'glam rock', 'rock']",87,38048258,1dfeR4HaWDbWqFHLkxsg1d
Bee Gees,"['disco', 'mellow gold', 'soft rock']",79,5087900,1LZEQNv7sE11VDY3SdxQeN
Chris Jedi,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",65,1705542,0qTZZWLzuD59Un5r1speHm
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",76,3206522,4QQgXkCYTt3BlENzhyNETg
Maggie Lindemann,"['alt z', 'pop', 'post-teen pop']",69,1596752,0uGk2czvcpWQA383Im6ajf
Jesse & Joy,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",75,5401864,1mX1TWKpNxDSAH16LgDfiR
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",79,2756732,7rkW85dBwwrJtlHRDkJDAC
P!nk,"['dance pop', 'pop']",83,12154284,1KCSPY1glIKqW2TotWuXOR
David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",89,23481161,1Cs0zKBU1kc0i8ypK3B9ai
Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap']",79,8505058,73sIBHcqh3Z3NyqHKZ7FOL
Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",74,1642112,77tT1kLj6mCWtFNqiOmP9H
MC's Jhowzinho & Kadinho,"['brega funk', 'funk carioca']",52,946407,2Q4r4Epfaaho06ONTHx7OS
Shaggy,"['pop rap', 'reggae fusion']",74,1625449,5EvFsr3kj42KNv97ZEnqij
CNCO,"['boy band', 'latin', 'latin pop', 'reggaeton']",74,8294968,0eecdvMrqBftK0M1VKhaF4
The Clash,"['classic rock', 'permanent wave', 'punk', 'rock']",71,2219250,3RGLhK1IP9jnYFH4BRFJBS
Julia Michaels,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",79,4140932,0ZED1XzwlLHW4ZaG4lOT6m
Yandel,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",79,5423424,0eHQ9o50hj6ZDNBt6Ys1sD
Huncho Jack,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,933390,6extd4B6hl8VTmnlhpl2bY
Mark Ronson,"['dance pop', 'pop']",77,936471,3hv9jJF3adDNsBSIQDqcjp
Niall Horan,"['dance pop', 'pop', 'post-teen pop']",80,7951294,1Hsdzj7Dlq2I7tHP7501T4
Pharrell Williams,['pop rap'],80,3719567,2RdwBSPQiwcmiDo9kixcl8
Zac Efron,"['dance pop', 'hollywood', 'post-teen pop', 'show tunes']",71,728624,6U1dBXJhC8gXFjamvFTmHg
Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",78,6248359,738wLrAtLtCtFOLvQBXOXp
Cheat Codes,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",76,1974792,7DMveApC7UnC2NPfPvlHSU
Justin Timberlake,"['dance pop', 'pop']",81,11405221,31TPClRtHm23RisEBtV3X7
Stevie Wonder,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",78,5357704,7guDJrEfX3qb6FEbdPA5qi
Keala Settle,"['broadway', 'hollywood', 'show tunes']",68,141165,7HV2RI2qNug4EcQqLbCAKS
Louis Tomlinson,"['pop', 'post-teen pop']",71,5586015,57WHJIHrjOE3iAxpihhMnp
TOTO,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",74,2084350,0PFtn5NtBbbUNbU9EAmIWF
Yo Gotti,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",72,3523721,6Ha4aES39QiVjR0L2lwuwq
6ix9ine,"['emo rap', 'rap']",75,6627074,7gZfnEnfiaHzxARJ2LeXrf
Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",74,3944090,0rvjqX7ttXeg3mTy8Xscbt
KYLE,"['pop', 'pop rap', 'rap']",71,994895,4qBgvVog0wzW75IQ48mU7v
AC/DC,"['australian rock', 'hard rock', 'rock']",83,21381778,711MCceyCBcFnzjGY4Q7Un
Hugh Jackman,"['hollywood', 'show tunes']",70,561022,5F1aoppMtU3OMiltO8ymJ2
DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",82,7612910,540vIaP2JwjQb9dm3aArA4
Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']",62,89018,0LyOADBjj28cbvJWTXUEGA
Ziv Zaifman,['show tunes'],59,9432,2cQr2KbzdRtIFlfbHGnNsL
Harry Styles,['pop'],86,17724821,6KImCVD70vtIoJWnq6nGn3
SZA,"['pop', 'r&b', 'rap']",86,6557162,7tYKF4w9nC0nq9CsPZTHyP
Matt Terry,['talent show'],47,123555,2JLqTvFXmC87BksiCsBezV
The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",79,6278190,0C0XlULifJtAgn6ZNCW2eu
Abraham Mateo,"['dominican pop', 'latin', 'latin arena pop', 'latin pop', 'latin viral pop', 'reggaeton', 'spanish pop']",64,1306541,2bxxlINUlcMQQb39K7IopR
A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",84,6085900,31W5EY0aAly4Qieq6OFu6I
Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",78,6792809,2DaxqgrOhkeH0fpeiQq2f4
Sam Hunt,"['contemporary country', 'country pop']",74,2156456,2kucQ9jQwuD8jWdtR9Ef38
Coldplay,"['permanent wave', 'pop']",91,32801923,4gzpq5DPGxSnKTe4SA8HAU
Juan Magán,"['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton']",73,1619083,1ackd5XprZEkH3McKbQD51
Lil Skies,"['melodic rap', 'rap', 'trap']",75,4752938,7d3WFRME3vBY2cgoP38RDo
Michelle Williams,['hollywood'],61,8764,2LAqcqAQ8KPTsl1HBgBrqM
YBN Nahmir,"['alabama rap', 'rap', 'trap', 'vapor trap', 'viral rap']",68,2686558,3gGUMEwIX6XodWsYEvKSal
Austyn Johnson,['show tunes'],49,4436,6Y20PijIkUoCtuvtkz37dO
Jax Jones,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance']",78,967305,4Q6nIcaBED8qUel8bBx6Cr
Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']",79,6174729,3WGpXCj9YhhfX11TToZcXP
Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",79,10483281,7qG3b048QCHVRO5Pv1T5lw
Jay Rock,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72,1141707,28ExwzUQsvgJooOI0X1mr3
The Cranberries,"['irish rock', 'pop rock', 'rock']",74,2657649,7t0rwkOPGlDPEhaOcVtOt9
Lean Trap,[],0,3,3jh5rw4jyQiAzStMfu4MLt
Sfera Ebbasta,"['italian hip hop', 'italian pop', 'trap italiana']",79,4558686,23TFHmajVfBtlRx5MXqgoz
Rudimental,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",72,1303271,4WN5naL3ofxrVBgFpguzKo
Cashmere Cat,"['downtempo', 'pop', 'shiver pop']",59,313758,2LZDXcxJWgsJfKXZv9a5eG
Ramz,"['afroswing', 'london rap', 'uk hip hop']",61,278603,6ywXRaHY7m2DJ0dd7CsLAB
Carnage,"['edm', 'electro house', 'electronic trap', 'pop rap']",61,300489,7CCjtD0hCK005Bvg2WG1a7
Jojo Maronttinni,['funk carioca'],54,480352,6bGwi8TG7T8Vcp415XooE5
Bazzi,"['dance pop', 'electropop', 'pop']",77,4663331,4GvEc3ANtPPjt1ZJllr5Zl
Fall Out Boy,"['emo', 'modern rock', 'rock']",80,9157966,4UXqAaa6dQYAk18Lv7PEgX
Ghali,"['italian hip hop', 'italian pop', 'milan indie', 'rap tunisien']",67,2768715,3egWSWp7Y4FyCKIyvXbw7L
Dj Kass,['chilean hardcore'],46,31703,431Pb5EV8KsCBGTw96ZTQ4
Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop']",79,6781199,6LqNN22kT3074XbTVUrhzX
Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,2717199,1pPmIToKXyGdsCF6LmqLmI
CHVRCHES,"['electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'pop rock', 'shimmer pop']",69,1271485,3CjlHNtplJyTf9npxaPl5w
Rich Brian,['indonesian hip hop'],77,1921230,2IDLDx25HU1nQMKde4n61a
Red Velvet,"['k-pop', 'k-pop girl group']",74,6181856,1z4g3DjTBBZKhvAroFlhOM
Rae Sremmurd,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76,6629709,7iZtZyCzp3LItcw1wtPI3D
John Legend,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",81,6000650,5y2Xq6xcjJb2jVM54GHK3t
Beyoncé,"['dance pop', 'pop', 'r&b']",85,29528942,6vWDO969PvNqNYHIOW5v0m
ScHoolboy Q,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",77,3923668,5IcR3N7QB1j6KBL8eImZ8m
BlocBoy JB,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",64,1328412,4TEJudQY2pXxVHPE3gD2EU
Vince Staples,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",71,1458250,68kEuyFKyqrdQQLLsmiatm
SOB X RBE,"['cali rap', 'trap', 'underground hip hop', 'vapor trap']",60,489398,2TImI3DW7o5MdRXJs4D37h
Jorja Smith,"['pop', 'r&b', 'uk contemporary r&b']",75,2443344,1CoZyIx7UvdxT5c8UkMzHd
Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",60,859094,0g9vAlRPK9Gt3FKCekk4TW
James Bay,"['australian pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",76,3498886,4EzkuveR9pLvDVFNx6foYD
Zacari,['gqom'],66,69789,3qBKjEOanahMxlRojwCzhI
Mozzy,"['cali rap', 'pop rap', 'sacramento hip hop', 'trap']",74,562733,4AA474G2hRfrHyGrfyDseO
MC Loma e As Gêmeas Lacração,"['brega funk', 'funk carioca']",42,767428,6tdM5Njlln7nWkonCppW0u
Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",96,31356919,4dpARuHxo51G3z768sgnrY
Christina Perri,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",74,3157730,7H55rcKCfwqkyDFH9wpKM6
Hozier,"['irish singer-songwriter', 'pop']",81,4937247,2FXC3k01G6Gw61bmprjgqS
Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",80,10178001,0X2BH1fck6amBIoJhDVmmJ
Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",74,2873618,0gadJ2b9A4SKsB1RFkBb66
The Goo Goo Dolls,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",71,2063124,2sil8z5kiy4r76CRTXxBCA
Lord Huron,"['indie folk', 'stomp and holler']",74,957303,6ltzsmQQbmdoHHbLZ4ZN25
Muse,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",77,6724859,12Chz98pHFMPJEknJQMWvI
Frank Ocean,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",83,8507223,2h93pZq0e7k5yf4dywlkpM
Sofía Reyes,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'reggaeton']",72,2144584,0haZhu4fFKt0Ag94kZDiz2
Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",82,3663672,3Isy6kedDrgPYoTS1dazA9
Reik,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",82,6562677,0vR2qb8m9WHeZ5ByCbimq2
Tom Walker,"['australian pop', 'indie anthem-folk', 'modern rock', 'pop', 'uk pop']",70,880718,7z2avKuuiMAT4XZJFv8Rvh
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']",85,10198269,13ubrt8QOOCPljQ2FL1Kca
Glades,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis']",50,81364,14rP13jdQNgQvuPA2AkBgm
5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",80,8035835,5Rl15oVamLq7FbSb0NNBNy
Janelle Monáe,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",68,1157448,6ueGR6SWhUJfvEhqkvMsVs
Mau y Ricky,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",78,4119161,2wkoKEfS6dXwThbyTnZWFU
Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",76,6358378,4phGZZrJZRo4ElhRtViYdl
Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",85,15614652,1SupJlEpv7RS2tPNRaHViT
Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",82,4016340,2jku7tDXc6XoB6MO2hFuqg
j-hope,"['k-pop', 'k-rap']",65,7963303,0b1sIQumIAsNbqAoIClSpy
Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",79,10930643,6JL8zeS1NmiOftqZTRgdTz
Swae Lee,"['melodic rap', 'trap']",81,1335305,1zNqQNIdeOUZHb8zbZRFMX
Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']",81,7604661,6icQOAFXDZKsumw3YXyusw
Years & Years,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",72,1758028,5vBSrE1xujD2FXYRarbAXc
HRVY,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'social media pop', 'tropical house']",69,1438168,28y6CyJNkGNjJQKrlx4AmN
Dennis Lloyd,['israeli pop'],71,581509,3EOEK57CV77D4ovYVcmiyt
King Princess,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",65,1319091,6beUvFUlKliUYJdLOXNj9C
Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",76,3961769,6x2LnllRG5uGarZMsD4iO8
Lil Dicky,"['comedy rap', 'pop rap', 'rap']",66,1853646,1tqhsYv8yBBdwANFNzHtcr
Sabrina Carpenter,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",74,3853743,74KM79TiuVKeVCqs8QtB0B
Zion & Lennox,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",82,5831810,21451j1KhjAiaYKflxBjr1
KHEA,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",78,3524390,4m6ubhNsdwF4psNf3R8kwR
N.E.R.D,"['hip hop', 'virginia hip hop']",60,703993,5wPoxI5si3eJsYYwyXV4Wi
