artist,genres,popularity,followers,artist_id
Ahzumjot,"['german alternative rap', 'german cloud rap', 'german hip hop', 'german pop']",47,36867,64Agvz8sfVYGFmX7yCwj32
Trailerpark,['deep german hip hop'],58,455863,1eeWVOCazGzGQXOGhnDHTB
257ers,"['antideutsche', 'deep german hip hop', 'partyschlager']",58,377530,6ihLfpY3cmdGyWEnItn30w
FiNCH,"['partyschlager', 'tekk']",67,264901,1ZyqnbV7Brg5LgyS4EZCUD
Die Atzen,"['german dance', 'german techno', 'partyschlager']",58,116857,1huEHiP7LUQ8QJHXbzrtDu
DAT ADAM,"['deep german hip hop', 'german cloud rap']",51,232891,28gHcaI0rBIqOYmDRx5AnP
Alligatoah,['german pop'],67,951700,0r0R5nIjDY04TfxRM10Bcb
K.I.Z,['german hip hop'],67,722010,0bMt8SJlp0gFRUufzifS05
Ali As,"['antideutsche', 'bayerischer rap', 'deep german hip hop', 'german hip hop']",51,62782,5iBlCs0WwiMbr5zO6vPt5G
CRO,"['german hip hop', 'pop rap']",73,1594604,3utZ2yeQk0Z3BCOBWP7Vlu
SDP,"['german pop', 'german reggae', 'german rock', 'partyschlager']",65,676492,1EfwyuCzDQpCslZc8C9gkG
Enemy,"['german drill', 'german hip hop', 'german underground rap']",48,73420,6nef6002aZx63N9P9KSmCF
EnteTainment,['deep german hip hop'],42,47479,2vOQBaXMoNcAV4wmJmVEWW
Neo Unleashed,['deep german hip hop'],39,54551,1lM9jyEPzUt2AyyVTJe1Oo
Moneyrain,['deep german hip hop'],26,7706,4VYjZ1gIPdBGeMtES5ki3x
Grinch Hill,['deep german hip hop'],35,51130,4tTttbq8qX1a7RyD0w6kkW
Bushido,['german hip hop'],70,1110418,3c96G4d2lUOxhomM2mby5S
Bizzy Montana,"['deep german hip hop', 'german hip hop']",41,50660,0gfiFtV86kFIByUOLejwin
Johnny Diggson,['deep german hip hop'],36,31525,1siuK35RCw5ey2qtc9oTZE
Gary Washington,['deep german hip hop'],41,58693,2okNRxoA7uWwwM0QJpyUxe
Jay Jiggy,['deep german hip hop'],46,25235,5FBdc4gwnj1x36cY9mlvUO
KAY AY,['german hip hop'],45,8137,6e9KLiBqbaqJoVfpT8OmY9
Marlo,"['german hip hop', 'german underground rap']",44,36124,6ioU7VVUMpOhlsD1b9A4xP
Litany,"['electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indie soul', 'vapor soul']",54,63717,2z6JjrrJKNLilqlx8mlxcc
Yumi Zouma,"['chillwave', 'christchurch indie', 'electropop', 'indie pop', 'indie poptimism', 'nz pop', 'shimmer pop', 'vapor soul']",52,96326,4tPyCwWrsvZ8OKYl7QRavL
M.A.G.S.,"['buffalo ny indie', 'indie garage rock']",48,26563,1EEbOYIZFHRuGEgL39cN3s
Mustard Service,"['indie garage rock', 'miami indie']",48,30268,7kAZYW5e5hQHYGQ0XHYhns
Vundabar,"['boston indie', 'indie garage rock']",66,123096,1W4itxt3vwhmrgLEBuVHJ6
Elliot Root,"['hopebeat', 'indie poptimism', 'indiecoustica', 'stomp and holler']",46,32666,2czQ8vG4i3wBWxfsAt4yqw
King No-One,"['english indie rock', 'modern alternative rock', 'york indie']",37,32070,6hWReUQlQwLTYlmZ1vltRB
High Tyde,"['brighton indie', 'english indie rock']",29,31904,5CMAV0Fr8uS2YqlR1ZG5lA
JAWS,"['birmingham indie', 'english indie rock', 'modern alternative rock', 'modern rock']",39,54590,3E3NOIlw2s1ZPU9GRB9jaq
Marsicans,"['english indie rock', 'leeds indie']",31,26098,7MkyChCSbNBozQ6jq79lop
VANT,"['english indie rock', 'modern alternative rock', 'modern rock']",38,46266,4Xxkt0tSJr1uNxGDZcJLRc
Clean Cut Kid,"['english indie rock', 'liverpool indie']",41,28760,0vnJ2wR879kbb5MuzblVOb
Sunset Sons,['indie anthem-folk'],38,69343,6yY9g2nwqyduN2RpxRHWdy
The Amazons,"['english indie rock', 'garage rock revival', 'modern alternative rock', 'modern rock', 'reading indie']",50,105643,7243txmysJ4KbRmH8UAMKO
The Pale White,"['english indie rock', 'modern alternative rock', 'modern rock', 'newcastle indie', 'rock']",45,39348,3uhfMjcE5HJqMIWh3Iolw0
Sam Fender,"['modern alternative rock', 'modern rock', 'north east england indie', 'rock']",75,428319,6zlR5ttMfMNmwf2lecU9Cc
The Snuts,"['modern alternative rock', 'modern rock', 'rock', 'scottish indie rock']",54,76899,4AzAfQNuAyKOFG4DZMsdAo
Beach Weather,[],56,49870,7I3bkknknQkIiatWiupQgD
Colouring,['vapor pop'],47,33742,0p4HbDx1JTF3QLaBznAOrU
The Night Game,"['hopebeat', 'indie poptimism', 'modern alternative rock']",49,34666,79QO0Xmn1dZhvaLicS2Yrs
The Ivy,"['hopebeat', 'indie poptimism']",44,27977,6rwEDzogsmiJGMjUsGn8vn
Sports Team,"['english indie rock', 'modern alternative rock', 'modern rock']",47,60414,04JIxSs2P0iteVWtaskfeh
Hotel Apache,"['electropop', 'hopebeat', 'indie poptimism']",40,17705,2zKbqRqx22axcZA2mUw71Y
VICTORS,"['hopebeat', 'indie poptimism']",34,9435,163g9TCjTPJMjem8Iwv6iN
Vitinho Ferrari,['batidao romantico'],59,19888,62Hped8KMeSwPABlhpcqst
Paula Guilherme,['pop teen brasileiro'],49,59404,1FDT0PZnOcCFOEClMFLLsS
Dany Bala,['brega funk'],46,8694,4cQ6t2SYfuOGQmyeXZQSkg
Menor,['funk carioca'],44,25659,0By75sLZQ06mWyzNiSdLUB
Nicolas Germano,['folk brasileiro'],38,182502,7rT9dkimFVzgMF0IyIfiYy
Anna Catarina,"['brega romantico', 'forro', 'forro de favela']",44,117889,5ejwC1lGyvPsz5FGaqHsow
Tays Reis,[],37,10394,5HCnO2lo2ebVxe1KlL6ppN
Hitzada,[],14,603,2Dob6X6OoXmK4MCu2HKFNu
Daya Luz,['pop nacional'],27,12891,1VmZ0enkE7FIlIHotMbtPo
Dj Pedro Henrique,['funk 150 bpm'],32,2572,2gF3fOhICNcsTT2iWYsBCK
VILLA,[],40,886,0YBvFbBw6zspOBX3t0PNGD
MC 2jhow,['funk carioca'],58,3463,14jVHWj9dqpLhs8hHEMnyJ
Lary,['r&b brasileiro'],43,9970,4qn9aKmT3CaRVPWnlTQCwX
Shark,['trap funk'],32,3561,1MIG0PfunDzHfQkTMiWsbY
Vytinho NG,['brega funk'],45,55150,5g9XiEkkceEjmAGXfWHpt5
MC Rafa 22,['funk carioca'],39,195918,5wz306kfhCBTtqb9wuILIt
Bianca Andrade,['funk carioca'],24,7954,7zOgXenMewWD1RzT6QsNww
FP do Trem Bala,['funk carioca'],57,310644,5hPHLE5ssifxHX5bhK8iXR
PK Delas,"['funk 150 bpm', 'funk carioca']",53,60609,6gqBZ0kAjgVLsZQKkHcaB3
BR DA TIJUCA,"['funk carioca', 'funk viral']",57,5268,7KEk6kxe9YqyuVg9QeMVNQ
DJ Dollynho Da Lapa,['funk carioca'],43,41745,3bc5LOOhGbLvDUcybl3LY8
Elyana,['malaysian pop'],23,28049,1IKtw3jtUV6FUbZISkVWwi
Jaclyn Victor,['malaysian pop'],34,33032,40ODyztPrDuIBY9ocqhwgB
Ezlynn,"['classic malaysian pop', 'malaysian pop']",24,13043,7pugqO2VXf2hm3I4enZqvo
Sarah,['malaysian pop'],37,2875,0ZLlXP2F6EWO0CkFz1Teky
Misha Omar,"['classic malaysian pop', 'malaysian pop', 'rock kapak']",43,152377,5cpxHc2y6L3Jn3FWY3z94Q
Adam,[],16,40,1eqj3GCMZsUe18DclX8HhX
Erra Fazira,"['classic malaysian pop', 'malaysian pop', 'rock kapak']",31,41621,6y3xL5QLAWtVyNW8uok3XM
AMP,[],12,135,7o81EDTwtlE4VpLAPw0jzC
Hazami,"['classic malaysian pop', 'malaysian pop']",33,14404,3qSFUgmLNLhid8Orlf37Dy
Farah AF2,[],7,25,4IthuTVceju3LuRRoH9KMU
Dayang Nurfaizah,"['malaysian pop', 'rock kapak']",45,141221,1E5aZPein8p4Jf9zkPpBsV
Alyah,['malaysian pop'],32,10358,2bUKiCTlseN47NCfkpDTEZ
Thiago Pantaleão,['pop lgbtq+ brasileira'],47,9929,70HOdlw2Ud3B4A7W4CI1V6
Boombeat,['pop lgbtq+ brasileira'],31,1935,6a0FqgWigKdF7FsjHYMspg
Danny Bond,"['funk carioca', 'pop lgbtq+ brasileira']",46,39954,7Eli9jWjQ5F1d06clIH46R
Quebrada Queer,['pop lgbtq+ brasileira'],31,19694,4IE6ncOiPoXKI9Ze7THZ2D
Grego Mc,[],12,24166,2pZ5Wds9elgMV4lL0YTjUO
MC Menininho,['funk carioca'],37,55389,5408dzJspuFtrmsRd9zcHL
Matheus Yurley,['trap brasileiro'],31,151809,023S6OHnL8nySqoBTvl582
Mc CL,['funk paulista'],47,271124,2I6tDfWEkn4Ozfb6ePjRX4
MC Doni,['funk consciente'],52,51230,1cFrkBniD1fh6m5UHmmOBC
'Til Tuesday,"['boston rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",45,114911,1L0y9srZMyh9XUnYGv37IP
Animotion,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",41,30945,6eQHjJJa52LUGjBKP5UPos
Missing Persons,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",41,114754,5CT7RBitS0e0u78T8tRBWQ
Men Without Hats,"['classic canadian rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",57,157238,34PLzyi7CdXUekiLHYyqXq
Thomas Dolby,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'steampunk', 'synthpop', 'zolo']",47,119455,2Uz58cSxlJgefDaSikxYQ7
The Dream Academy,"['baroque pop', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",43,33706,1JVoO5bwfU8GNuAZLpBoHe
When In Rome,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",51,70667,3jOO5nZ2XPmc232rNjzqJy
A Flock Of Seagulls,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",60,442662,0uAjBatvB4ubpd4kCfjmNt
Dead Or Alive,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,290038,5WWSL6rElJeUk3Uc1S2RyD
Book Of Love,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",36,42571,0ow8F3xGkmZWVulTtaiFQo
Living In A Box,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']",40,56304,4W2dcPOyD7eSfJCPHCfwoA
Climie Fisher,"['new romantic', 'new wave pop', 'synthpop']",52,50123,3bpvhFSIErguVNQUiutctF
The Blow Monkeys,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",43,56588,06tPmk0aHzCFK0T96YzXnN
Curiosity Killed The Cat,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']",37,63584,0ZGAYur5k4gJprOffC6LkP
The Greg Kihn Band,['album rock'],49,48396,1Yyag4BRejtPxsKTrSkKDz
Tommy Tutone,"['album rock', 'new wave pop']",50,35974,1n2LWYgwtGp7EzDapUoniE
The Tubes,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'new wave pop', 'soft rock', 'zolo']",46,68800,7zfhej6FnVXN9LIXs6dcoK
Breakfast Club,[],36,6717,4nsuck0htFQjVl6OCKVzRb
Boy Meets Girl,['new wave pop'],49,22381,02Xpf8IlAGeelWAQZP33kQ
Jane Child,['new wave pop'],37,8664,5JBif5ahOKFFVuEpHhrp8Y
Nu Shooz,"['electro', 'freestyle']",45,77926,2The4Ur661sLPGndcUuuLu
Martika,"['minneapolis sound', 'new wave pop']",48,156200,40enFxfEXXsEXKOt1vgx0k
Jermaine Stewart,['new wave pop'],44,12986,7FAkzV0YOw0EIXFhmY4RE3
Belouis Some,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",33,13918,0EX1yiXXmblRFdw2pb10NF
Nick Kamen,['italian disco'],49,21685,05GsKvp0yKuCyWQMsPAAmB
The Communards,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",55,241522,17U2ImH5IyYMvjkCfPhMHT
Phil Oakey,"['new romantic', 'synthpop']",49,9068,6ne5YmZH7oCXcZUBsY66sn
Fiction Factory,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']",47,16252,6T6T5RCps6bHzTSDq8pyFj
China Crisis,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",46,101816,0WUphJOGHE5i95IeR87hsO
Midge Ure,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'solo wave', 'synthpop']",46,86095,2N4isf5pypyuDVpBofqEN8
Arcadia,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",32,23994,2HMuzFmTtwL4ur1zJNCU7f
Taylor Dayne,"['europop', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']",58,330285,32lVGr0fSRGT6okLKHiP68
Tiffany,"['adult standards', 'new wave pop', 'soft rock']",58,282939,4C3uGP8vRDzxrhJxZiOjTe
Samantha Fox,"['europop', 'hi-nrg', 'italian disco', 'new wave pop']",47,248833,0ym94xKp2PIOJtTZKpxbAa
Gloria Estefan,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']",68,564667,5IFCkqu9J6xdWeYMk5I889
Exposé,"['freestyle', 'new wave pop']",48,204476,5nPz5R1FDPTMI3Dw4JnTGb
Milli Vanilli,['new jack swing'],54,245766,3vRclCt9VnNhYIxFMQCxuM
Will To Power,['freestyle'],45,34865,63I04Kj1gXC1LLSVcrOzLN
Five Star,['new wave pop'],38,56914,4toJT7YydhWcrYNgWJK4hW
Cathy Dennis,"['diva house', 'freestyle', 'hip house', 'new wave pop', 'vocal house']",41,32554,2zVsfeSyFbCey7rq7PasHp
Kon Kan,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",38,18578,1c4WjNh9IM9AlX5FO9dIUc
Pseudo Echo,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",38,44114,0FDW3axHactZo8HU0OnNVy
Gazebo,['italian disco'],48,49224,1Tzu45aHnn0Xz4msfhHRW1
Trans-X,"['hi-nrg', 'italian disco', 'synthpop']",50,20045,4JyfkCTV9FO5Yipee3f9EI
Desireless,"['europop', 'french synthpop', 'italian disco']",55,45921,1yjAx9cww4f1QuAaN3dUI2
Ryan Paris,['italian disco'],49,14137,3nRifdQMP5925XSkIN07oC
Radiorama,['italian disco'],36,37292,4TjGlxmI4FTT2NhwDNL7q2
The Twins,"['italian disco', 'new romantic', 'synthpop']",38,13082,2OrWQgeChXJq6nggwOzpun
Den Harrow,['italian disco'],38,1268,494rGNTUKTBBEWZxtHB7yg
Silent Circle,"['europop', 'italian disco']",47,43903,0ha8Qlns3CfrrLNI8CVIie
Fun Fun,"['hi-nrg', 'italian disco']",41,12368,44NpcgfV0tBVBVNzmtUBhZ
Righeira,['italian disco'],44,15115,6hfVCgKTJbLM6M18e2z7OI
Peter Schilling,"['german pop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",58,67056,7ip3CWlgPZbQHvgJpmcGSS
Ken Laszlo,"['hi-nrg', 'italian disco']",46,29416,00OX175uYCsHJPLZOjNJqe
Valerie Dore,['italian disco'],37,10208,6IwjxNTPn0EMh4U855D3qs
Fancy,"['europop', 'hi-nrg', 'italian disco']",50,77074,0CZzh950BDSsosMF5Lft5K
Jennifer Rush,['new wave pop'],53,170498,3fsCWTIuWIRvEGS7gerSJX
Kuwada,[],50,33162,66LFdGYtbmJ6G8sArrkfsu
Galdive,"['indonesian indie', 'lo-fi rap']",49,21654,0aMrhUHnOzfiPcMc2PGiaT
Eli Noir,['lo-fi rap'],36,6286,7AlKoTvR9LlTeaXfNyTJdn
Hardcastle,"['hopebeat', 'nashville indie']",39,11438,6L95H90mXRQPcFar4Q7tAm
Justus Bennetts,"['alt z', 'gen z singer-songwriter', 'sad rap', 'social media pop']",67,181987,4PcesEvU9iICf7dwNt5B3l
Nic D,[],60,98509,1XlLhtgJjC4ROQZilBZAvw
anees,[],52,69616,2HPqVfdPh9JkBSlFG5hK6h
Pariso,['chaotic hardcore'],3,1433,0XNtt94hv2kKAHvX9x0mRI
Your Neighbors,['nashville indie'],49,20038,6mpyU2azr3zfZDY9k8w5GP
November Coming Fire,"['chaotic hardcore', 'ukhc']",2,614,5226y5WaQ5CjafebeYKpLa
Young Mister,"['north carolina indie', 'stomp and holler']",43,14403,4NuiDXtUaaclXGNEPQYBBx
Last Witness,['ukhc'],8,2531,6bRMFPIs0o3zdDZFcBn4LI
Eisberg,['austrian punk'],27,1746,2IjP5j9lDn74NHhDi9mfSt
Bastions,"['chaotic hardcore', 'ukhc']",8,2506,28I7fJRc6dm6a4Cq7kNSS6
Brotherhood of the Lake,"['chaotic hardcore', 'ukhc']",2,944,2yWkzFDxEMhlACuhj01eR0
Wayfarer,['christian indie'],13,2001,1bfVuRqPplp3g77xQ9tx07
Jet Black Alley Cat,"['hopebeat', 'indie poptimism']",38,12152,6p2LDcKxYGWM4azuOXNPHJ
New Parlor,[],32,2966,7b4mYHolxEXtKR4qMxxCg6
Burn Down Rome,['chaotic hardcore'],1,332,6se1MecscqEF2WnQCI8n2S
Prince of Eden,[],42,6844,29Wvrc4vfXuf9eMexefk7N
Winnetka Bowling League,"['indie pop', 'indie poptimism', 'la pop', 'modern alternative rock', 'modern rock']",52,35845,4ug3P1K8BaCdJXROrqHqhu
lullaboy,['chill r&b'],60,17813,7zrkFhYAp6dBxsydmJkouN
Dept,['chill r&b'],56,46350,48JtfAggQQpfUXQNxkGm5U
Mazde,"['future bass', 'vapor soul', 'vapor twitch']",49,52113,60ELFqAhwT7jwRKJV6Rgfx
Brasstracks,"['indie soul', 'nyc pop']",57,94502,5sKvgmG84C0bIMWeS2SRPr
Halflives,"['pixie', 'pop emo', 'slayer']",47,22790,4er5NZNuc83Cev96LA28ID
Dream State,"['pixie', 'pop emo', 'post-screamo', 'slayer', 'swansea indie']",46,74327,3PPxT6AXgPvvajfvP1LQtw
Rivals,"['pop emo', 'post-screamo', 'slayer']",41,21623,5YKh4YDHFhZd987g6rn3oR
Too Close To Touch,"['christian rock', 'pop punk', 'post-screamo']",51,115078,2XziUthG3Ug3eiWuE5KRsp
Against The Current,"['neon pop punk', 'pixie', 'pop punk', 'viral pop']",69,398567,6yhD1KjhLxIETFF7vIRf8B
DON BROCO,"['british alternative rock', 'modern alternative rock', 'modern rock', 'rock']",59,177590,1aOt6LvXOV6I8dv1A5Diia
Picturesque,"['metalcore', 'pixie', 'pop punk', 'post-screamo', 'progressive post-hardcore']",49,58052,412BedlPBwXH6Dz6xetzGI
Anavae,"['pixie', 'pop emo', 'slayer']",39,23174,0JseT2AZzVMKsBlrAywFcO
Normandie,"['modern alternative rock', 'post-screamo']",53,65382,1zsOttiR3VjZRnw4Iq8Zg6
Issues,"['metalcore', 'nu-metalcore', 'post-screamo', 'trancecore']",54,317715,3zRstk92RGCVDyslSySNsm
YONAKA,"['brighton indie', 'modern alternative rock', 'modern rock', 'rock']",57,102331,3Wcyta3gkOdQ4TfY0WyZpu
Mallory Knox,"['british alternative rock', 'cambridgeshire indie', 'modern alternative rock', 'modern rock']",43,75497,7bHTSvk96ULRLZPZr1SoCZ
Courage My Love,"['metropopolis', 'pixie', 'pop emo']",33,34649,3pnnJVeIXqNJdUVUoLVPtl
SAINTE,"['pixie', 'pop emo']",27,13310,40UDzsM867y8c23LO41Cgs
Automatic Loveletter,"['candy pop', 'neon pop punk', 'pixie', 'pop emo']",30,28152,0FjH3HTpTYoa8BUdvlWldK
There For Tomorrow,"['neon pop punk', 'pop emo', 'pop punk']",44,54889,0lYXa6aa87Tz8Jzv1nW4HM
Eyes Set To Kill,"['metalcore', 'pixie', 'pop emo', 'screamo']",46,217220,7omnn7IRrrxdMwSwchVxNP
Picture Me Broken,"['pixie', 'pop emo', 'screamo']",27,28020,7DZIhqEca85kvuwPjlC7PX
Meg & Dia,"['candy pop', 'pixie', 'pop emo']",49,93934,77YbJ4a9IlKX18ck6qoot1
This Providence,"['neon pop punk', 'pop emo', 'pop punk']",33,34162,5or8HO8aiwjdIWZxURNx1y
This Century,"['alternative pop rock', 'neon pop punk', 'pixie']",31,33129,7DS32FizWDYqYkzR7K8u9n
Sparks The Rescue,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk']",32,27373,07DRdecWdrPljDGClOl3nL
Lydia,"['dreamo', 'progressive post-hardcore']",44,69175,1YYxodrdAUSYhO8ueGQtXs
Mansions,"['alternative emo', 'anthem emo', 'dreamo']",35,23145,63n3HC0AhdmSZoE6LZ9azp
From Indian Lakes,"['dreamo', 'progressive post-hardcore']",46,68058,3YvQkjWJ5ykJVUNP7YbTy9
Kississippi,"['alternative emo', 'bubblegrunge', 'diy emo', 'indie pop', 'philly indie', 'small room']",38,24296,6t0a2t1BXxTQvAkxReClPm
Dear and the Headlights,['dreamo'],41,37629,1aOp1lgpcwRxADf1jHvXhu
Moving Mountains,"['alternative emo', 'dreamo', 'midwest emo', 'post-rock', 'progressive post-hardcore']",33,32348,7xJHGz571pfkVGNxzPO9NY
Copeland,"['dreamo', 'emo', 'piano rock']",42,86670,31HpswGOiF0Mc2wm11sIoN
All Get Out,"['alternative emo', 'anthem emo', 'dreamo', 'pop punk', 'progressive post-hardcore']",36,20877,40YwbT9WnYAkFgBSYtHGQj
Tancred,['bubblegrunge'],30,10718,4rdoYKpVduYtHfKJgUnOkS
Kevin Devine,"['brooklyn indie', 'indie rock']",46,43096,66ScZxprvrMbCtN4ivA0JX
Bad Bad Hats,"['bubblegrunge', 'indie pop', 'minneapolis indie']",42,38034,2bstapBmz5M83elQvPnwp6
Pianos Become The Teeth,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'melodic hardcore', 'midwest emo', 'progressive post-hardcore']",38,68939,5gbwngeG3dwS4ARmtgud9C
Tigers Jaw,"['alternative emo', 'anthem emo', 'bubblegrunge', 'dreamo', 'emo', 'indie punk', 'lo-fi emo', 'pop punk']",51,173614,0tLaqkKW7K6tc3QF9SM0M8
Pity Sex,"['alternative emo', 'ann arbor indie', 'bubblegrunge', 'dreamo', 'emo', 'grungegaze', 'indie punk', 'shoegaze']",34,50303,7zYojeiCfuseHGA4IJ8qSk
As Tall As Lions,"['dreamo', 'progressive post-hardcore']",35,44432,1F1IdqOCO4A9kBrQihBaOI
Eisley,"['indie pop', 'piano rock']",36,64422,2IL35FbYiOta150uSYBCEg
Podarces,[],0,38,521lj6cdxPK1FM5O4rnr6u
The Coffeehouse Philosophers,[],0,125,4Kxc6sbM8LomrC8IBcgu4U
Jerion,[],0,20,5iwRAr5fGe18mxqP1vcWlc
Jad Abumrad,[],1,147,5x6wQ5YyJoGPyFO0yv4PYG
Paper Route,['christian rock'],36,32313,2EoJ4ILZNAHjVtZgmWBaID
Jean-Philippe Rykiel,['tibetan mantra'],36,1374,1a3YO3CW9t7nyNUUkYNzVn
Paul Divjak,[],0,20,37eFC5ADWQ98sz9XOBfVVk
FARRO,"['hopebeat', 'indie rockism']",15,4562,2VNfUfZzubD5jXO5rKS1Tt
Christine Southworth,"['minimalism', 'post-minimalism']",6,270,0zjwco7UjrVcbQJBQlKqAR
Kye Kye,['portland indie'],30,20687,7hB1zE5jfaEcmtLjnFpOGZ
Alex Khaskin,[],17,417,3JULcTqhONGX7BhS3wWS9w
Yoshiki Sawa,[],0,16,6z0c6dADgx5BzCwC8ArJUs
OWEL,['dreamo'],33,14421,3RrcX2SqUoy1et8LXNZv4S
Polyenso,"['dreamo', 'progressive post-hardcore', 'st petersburg fl indie']",32,14566,3CLxkDhrB2fgk9OoJtBxl9
Jade Bird,"['folk-pop', 'indie folk', 'indie pop', 'new americana', 'uk americana']",55,161770,7D8LuVnlyu91ndcPe70j7S
Greta Isaac,['uk pop'],38,9887,7BsLsPnH5swTyhGZq2qNbN
Matilda Mann,"['british singer-songwriter', 'indie pop']",50,21841,76oY04bOzECod3aGVTDtzu
Baby Queen,"['indie pop', 'modern alternative pop', 'uk pop']",48,18360,4VqlewwKZJoIcA88PYHUDd
The Regrettes,"['indie pop', 'la indie']",56,222240,67WNUxmM7y4WzHPAVzBu3E
Sammy Rae & The Friends,"['indie pop', 'nyc pop']",54,74620,3lFDsTyYNPQc8WzJExnQWn
Lucy Dacus,"['art pop', 'bubblegrunge', 'indie pop', 'indie rock']",65,214680,07D1Bjaof0NFlU32KXiqUP
Halestorm,"['alternative metal', 'nu metal', 'post-grunge']",66,1162702,6om12Ev5ppgoMy3OYSoech
Pop Evil,"['alternative metal', 'nu metal', 'post-grunge']",63,437004,1pRaG81GsVtaTBuVSpldt2
In This Moment,"['alternative metal', 'melodic metalcore', 'nu metal']",64,1063861,6tbLPxj1uQ6vsRQZI2YFCT
Black Stone Cherry,"['alternative metal', 'modern hard rock', 'nu metal', 'post-grunge', 'rock']",59,468387,6WMo39FU3nrpSz3qMgRKug
Sick Puppies,"['alternative metal', 'christian rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock']",61,752202,7qAcXJgt1PWnxwUgxMdyuk
Icon For Hire,"['christian alternative rock', 'christian rock', 'gothic alternative', 'pixie', 'pop emo', 'slayer']",58,291620,1Jy0lTKAQDnTklKzF0g2o7
My Darkest Days,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",61,480499,64g59lHsc4g2jMFokrKDGW
Sixx:A.M.,"['alternative metal', 'nu metal', 'post-grunge']",57,338127,3886aFez2HDLkio5tUzmP6
DIAMANTE,"['pixie', 'slayer']",54,89593,6jMXENspOIBHOTQNQDTxsW
Dead Sara,"['modern alternative rock', 'slayer']",44,63287,589tFv4Vf1K27wpf0uWz2j
Fit For Rivals,"['pixie', 'pop emo']",44,158186,2AuJkUSFBFWiOYksacuUlV
Adelitas Way,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']",60,295593,1ZjAT2nTrzDIXFfsQ2hWJk
Shaman's Harvest,"['alternative metal', 'gymcore', 'modern hard rock', 'nu metal', 'post-grunge', 'wrestling']",53,142747,3pigXV2QUatr3szcb3MacR
Lacey Sturm,"['christian rock', 'pixie', 'pop emo', 'slayer']",48,95370,09LCTrVGnMsGbxexUFJoap
Black Veil Brides,"['alternative metal', 'modern rock', 'rock', 'screamo']",65,1617174,6O7MpKrY91vlCd4Osi6XKs
Wolf Alice,"['art pop', 'indie pop', 'modern alternative rock', 'modern rock']",64,467654,3btzEQD6sugImIHPMRgkwV
BLOXX,"['english indie rock', 'modern alternative rock', 'modern rock']",42,34365,4wYzzR0lpEub1gUU8bbBTw
Remo Drive,"['alternative emo', 'emo', 'indie garage rock']",51,114043,5LMPXUMhWXshBPjrqvZOfv
Cruel Youth,"['alt z', 'electropop', 'escape room', 'indie poptimism', 'pop']",42,123855,4YrURxtCHtPBfNDmMNp7IG
Kerli,"['candy pop', 'electropop', 'estonian pop', 'indie poptimism', 'metropopolis', 'post-teen pop']",52,153874,4IFgewC2urR62Fwt7uAU03
Planet 1999,"['art pop', 'escape room', 'hyperpop']",39,17946,0aoBUiGI5wrK7DOWJAzAKe
Cecile Believe,"['art pop', 'deconstructed club', 'electropop', 'escape room', 'hyperpop']",39,12809,0nZHjqvdLoBy50ZzUH5FNU
EASYFUN,"['escape room', 'hyperpop', 'metropopolis']",35,26305,2IRRnJ7AkcLnqMX8jvQqrW
QT,"['escape room', 'hyperpop']",27,23341,5BrwToIWIxFwMToVViLr0z
Chairlift,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'electropop', 'escape room', 'indie pop', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",47,168422,7hAolICGSgXJuM6DUpK5rp
