track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
1mXVgsBdtIVeCLJnSnmtdV,0.372,0.169,91.873,0.0432,0.64,0.0,0.681,5,201000,-8.237,1,0.476
5Z3GHaZ6ec9bsiI5BenrbY,0.539,0.165,136.948,0.0421,0.199,1.66e-05,0.799,1,202547,-6.351,1,0.394
2rb5MvYT7ZIxbKW5hfcHx8,0.677,0.13,103.809,0.0993,0.0148,6.21e-06,0.543,11,189440,-4.915,0,0.294
75ZvA4QfFiZvzhj2xkaWAh,0.538,0.196,143.95,0.0382,0.0689,0.0,0.556,8,223347,-5.408,0,0.291
2DQ1ITjI0YoLFzuADN1ZBW,0.771,0.0853,175.957,0.244,0.0117,0.0,0.838,1,245387,-3.791,1,0.405
1bhUWB0zJMIKr9yVPrkEuI,0.299,0.123,94.992,0.0263,0.779,0.0,0.587,8,259550,-7.365,1,0.356
6QgjcU0zLnzq5OrUoSZ3OK,0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,1,163253,-5.115,0,0.754
6De0lHrwBfPfrhorm9q1Xl,0.804,0.0494,104.823,0.0677,0.0231,0.0,0.744,1,205715,-6.327,1,0.426
5hcisvFMidkMJlElTO9Qmw,0.681,0.0962,140.006,0.0983,0.423,0.0,0.807,11,297485,-6.268,1,0.676
5AEtlRudpgdT5FtNiuly6Y,0.717,0.0769,103.036,0.0581,0.0393,0.0,0.659,8,174800,-4.202,1,0.71
3Ga6eKrUFf12ouh9Yw3v2D,0.679,0.068,166.008,0.135,0.18,7.26e-05,0.775,4,193456,-4.985,0,0.619
0tKcYR2II1VCQWT79i5NrW,0.81,0.155,167.88,0.0479,0.00683,0.21,0.6,0,187147,-4.749,1,0.298
1j4kHkkpqZRBwE0A4CN4Yv,0.437,0.106,180.043,0.039,0.101,1.27e-06,0.258,11,239000,-6.593,0,0.0967
7GX5flRQZVHRAGd6B4TmDO,0.75,0.109,155.096,0.231,0.00264,0.0,0.732,11,182707,-6.366,0,0.401
7JNh1cfm0eXjqFVOzKLyau,0.855,0.099,96.989,0.0436,0.141,0.0045,0.743,5,202453,-3.976,0,0.871
1m69ELEgE6k5ZWsap40ozt,0.821,0.311,171.077,0.0852,0.222,9.6e-06,0.739,1,188080,-4.233,1,0.693
75FDPwaULRdYDn4StFN2rT,0.546,0.36,138.043,0.175,0.000704,0.000823,0.909,8,224613,-7.513,1,0.0986
5tz69p7tJuGPeMGwNTxYuV,0.574,0.19,100.023,0.0479,0.569,0.0,0.62,5,250173,-7.788,0,0.357
3B54sVLJ402zGa6Xm4YGNe,0.769,0.104,97.985,0.123,0.0293,0.0101,0.726,6,233902,-5.043,1,0.733
7iDa6hUg2VgEL1o1HjmfBn,0.783,0.083,154.084,0.0856,0.047,0.0,0.643,10,163870,-6.458,1,0.579
32DGGj6KlNuBr6WaqRxpxi,0.581,0.0805,110.008,0.0767,0.189,3.61e-06,0.849,1,198237,-5.243,0,0.779
6u0EAxf1OJTLS7CvInuNd7,0.55,0.294,129.924,0.152,0.0227,4.52e-05,0.876,2,201532,-5.464,1,0.557
3a1lNhkSLSkpJE4MSHpDu9,0.804,0.253,123.146,0.0363,0.215,0.0,0.63,6,220293,-4.183,1,0.492
7KXjTSCq5nL1LoYtL7XAwS,0.621,0.0958,150.011,0.102,0.000282,5.39e-05,0.908,1,177000,-6.638,0,0.421
2nUJvBO87SkxCViQsLc9Zr,0.885,0.106,134.973,0.268,0.11,4.04e-05,0.895,0,186027,-4.182,1,0.633
0Zbbxnx4SGGHoIow4PpISP,0.497,0.0911,99.137,0.0809,0.152,0.0,0.677,5,236853,-5.763,1,0.419
42CeaId2XNlxugDvyqHfDf,0.688,0.0734,90.013,0.0841,0.633,0.0,0.765,4,229573,-5.566,1,0.434
33bnxcjePIkcmNjEFTJX0l,0.788,0.0753,170.019,0.0785,0.0482,0.0,0.681,1,220117,-4.323,1,0.839
7sO5G9EABYOXQKNPNiE9NR,0.428,0.114,100.007,0.206,0.149,5.05e-05,0.88,9,172800,-8.28,1,0.333
2xmrfQpmS2iJExTlklLoAL,0.658,0.0919,105.076,0.0456,0.245,3.77e-06,0.638,3,205748,-6.318,1,0.33
6RUKPb4LETWmmr3iAEQktW,0.635,0.164,103.019,0.0317,0.0498,1.44e-05,0.617,11,247160,-6.769,0,0.446
2fQrGHiQOvpL9UgPvtYy6G,0.346,0.0871,75.016,0.351,0.0151,7.04e-06,0.884,8,220307,-8.228,0,0.376
7BKLCZ1jbUBVqRi2FVlTVw,0.524,0.111,95.01,0.0338,0.414,0.0,0.748,8,244960,-5.599,1,0.661
1xznGGDReH1oQq0xzbwXa3,0.619,0.351,103.989,0.0532,0.00784,0.00423,0.791,1,173987,-5.886,1,0.371
3whrwq4DtvucphBPUogRuJ,0.579,0.133,105.031,0.0321,0.398,2.28e-05,0.751,2,199095,-4.036,1,0.349
0qYTZCo5Bwh1nsUFGZP3zn,0.789,0.351,93.973,0.146,0.231,0.0,0.755,5,229849,-4.502,1,0.737
4iLqG9SeJSnt0cSPICSjxv,0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,0.774,3,211475,-4.432,0,0.777
70lnL3QaSOIIyMa2X9aVRL,0.76,0.0548,183.817,0.198,0.187,0.0,0.75,1,195213,-4.836,1,0.893
2771LMNxwf62FTAdpJMQfM,0.723,0.346,125.022,0.109,0.0672,0.0,0.929,11,223962,-5.792,0,0.458
4aWmUDTfIPGksMNLV2rQP2,0.786,0.112,177.833,0.17,0.209,0.0,0.66,2,228200,-4.757,1,0.846
7ofxPmTNMj2GP07g1VZa0O,0.835,0.0601,91.012,0.0507,0.13,0.0,0.771,0,238160,-3.388,1,0.817
71bBFbfn2OBK5QwUJSLS44,0.733,0.266,123.075,0.0343,0.0274,0.0,0.642,5,203000,-5.001,0,0.519
6VpQdig9pdpTSIFItgkJV5,0.709,0.115,129.961,0.0733,0.145,0.000449,0.643,0,227088,-4.343,1,0.264
1YZfcVLbbJwfizR5cDOp3q,0.529,0.179,138.003,0.191,0.0519,0.0,0.901,2,307660,-4.443,1,0.146
3VClLWqNn80Llv0PJOsKgr,0.866,0.0696,96.011,0.0497,0.248,5.29e-06,0.791,6,217080,-4.236,1,0.71
3m660poUr1chesgkkjQM7P,0.633,0.29,144.021,0.241,0.0214,0.0,0.704,11,203760,-6.923,0,0.863
79cuOz3SPQTuFrp8WgftAu,0.8,0.0913,121.996,0.0583,0.381,0.0,0.857,2,199440,-4.035,1,0.966
0OlnLZY4cmQzT6ZGttvWBM,0.52,0.197,149.119,0.0569,0.435,0.0,0.526,6,183637,-7.985,0,0.13
5ChkMS8OtdzJeqyybCc9R5,0.654,0.0359,117.046,0.0401,0.0236,0.0158,0.92,11,293827,-3.051,0,0.847
0CcQNd8CINkwQfe1RDtGV6,0.787,0.14,124.982,0.108,0.0524,0.0,0.779,10,204347,-4.305,0,0.708
4zWO4gvuFtw6EJZC5FFGlr,0.673,0.206,131.99,0.139,0.346,1.28e-05,0.896,1,213989,-3.872,1,0.714
1KSqYYJFyfTecXFk9M0prc,0.859,0.0881,91.977,0.0795,0.0256,6.27e-05,0.744,11,232787,-3.166,1,0.787
4dVpf9jZjcORqGTLUaeYj9,0.844,0.087,170.142,0.275,0.0651,0.0,0.797,11,173600,-5.482,1,0.52
0JcNysfWVWaMS7R6vzGB2k,0.859,0.359,95.046,0.0482,0.0824,0.0,0.742,10,194742,-4.942,1,0.652
1x5sYLZiu9r5E43kMlt9f8,0.629,0.138,122.863,0.0563,0.259,1.6e-05,0.707,0,212459,-4.581,0,0.457
7EI6Iki24tBHAMxtb4xQN2,0.797,0.104,106.93,0.0596,0.0364,0.0,0.628,11,215064,-3.953,0,0.321
3ncgNpxLoBQ65ABk4djDyd,0.467,0.334,135.995,0.119,0.0149,0.000238,0.921,1,191252,-8.443,1,0.287
5TysCiZtv1HnSWcTcUFusI,0.859,0.121,92.042,0.0609,0.186,0.0,0.688,0,195813,-4.447,1,0.695
4DTpngLjoHj5gFxEZFeD3J,0.604,0.124,155.007,0.222,0.0652,6.43e-05,0.736,1,264532,-7.357,0,0.574
2OALaHcDdKkjYEpAr0Qzab,0.666,0.0683,102.977,0.0612,0.134,2.12e-05,0.655,5,181812,-5.309,1,0.272
1wjzFQodRWrPcQ0AnYnvQ9,0.505,0.104,91.97,0.253,0.535,2.55e-06,0.752,9,197437,-7.621,1,0.419
3DXncPQOG4VBw3QHh3S817,0.668,0.167,80.924,0.0367,0.0552,0.0,0.609,7,288600,-4.284,1,0.811
7fwXWKdDNI5IutOMc5OKYw,0.714,0.253,104.996,0.0792,0.0249,0.0,0.705,11,209733,-6.39,0,0.434
5yFSF6qQA1rcLsQRnBsZgb,0.678,0.361,97.976,0.058,0.303,0.0,0.658,1,199111,-4.407,1,0.662
1OAh8uOEOvTDqkKFsKksCi,0.672,0.118,97.979,0.0688,0.0329,0.0,0.671,0,204173,-3.094,0,0.632
6gBFPUFcJLzWGx4lenP6h2,0.728,0.149,130.049,0.0484,0.0847,0.0,0.841,7,243837,-3.37,1,0.43
7y9iMe8SOB6z3NoHE2OfXl,0.751,0.0893,118.384,0.0296,0.0604,0.0,0.675,0,181279,-3.539,1,0.612
6EpRaXYhGOB3fj4V2uDkMJ,0.485,0.0765,106.028,0.0545,0.246,0.0,0.869,6,204502,-5.595,1,0.527
5bcTCxgc7xVfSaMV3RuVke,0.745,0.0943,101.018,0.0571,0.0642,0.0,0.893,11,223413,-3.105,0,0.872
0KKkJNfGyhkQ5aFogxQAPU,0.56,0.0944,134.066,0.0406,0.013,0.0,0.853,1,206693,-4.961,1,0.86
693iqPOQvhI7PobtR8CC8v,0.868,0.29,96.042,0.04,0.0106,0.00252,0.782,5,265747,-1.715,0,0.884
3bidbhpOYeV4knp8AIu8Xn,0.922,0.0862,146.078,0.0786,0.0291,0.0,0.641,2,258343,-4.457,1,0.847
2z4pcBLQXF2BXKFvd0BuB6,0.709,0.094,98.062,0.0714,0.0233,0.0,0.845,10,187521,-4.547,0,0.62
7m9OqQk4RVRkw9JJdeAw96,0.391,0.297,134.021,0.242,0.469,4.13e-06,0.872,0,119133,-9.144,0,0.437
1yxgsra98r3qAtxqiGZPiX,0.598,0.112,140.987,0.0539,0.0714,0.0,0.763,11,190678,-6.865,1,0.182
6PGoSes0D9eUDeeAafB2As,0.585,0.153,126.058,0.0924,0.264,0.0,0.8,10,213400,-7.343,1,0.779
0OI7AFifLSoGzpb8bdBLLV,0.718,0.0537,82.034,0.213,0.00413,0.0,0.653,3,202805,-5.232,0,0.216
7nZmah2llfvLDiUjm0kiyz,0.739,0.306,104.99,0.0387,0.00459,0.0,0.744,8,189467,-5.35,1,0.649
2PpruBYCo4H7WOBJ7Q2EwM,0.974,0.174,79.526,0.0664,0.103,0.000532,0.727,4,235213,-2.261,0,0.965
27SdWb2rFzO6GWiYDBTD9j,0.698,0.0907,89.976,0.105,0.0472,0.00143,0.628,6,211667,-5.608,0,0.732
0afhq8XCExXpqazXczTSve,0.876,0.327,99.943,0.1,0.0735,0.0,0.624,9,170827,-3.374,1,0.781
5WoaF1B5XIEnWfmb5NZikf,0.506,0.0866,145.965,0.0434,0.173,0.0,0.674,6,259333,-10.532,1,0.183
6kex4EBAj0WHXDKZMEJaaF,0.817,0.187,98.064,0.109,0.075,0.0,0.696,1,216409,-3.862,1,0.782
6NWl2m8asvH83xjuXVNsuG,0.419,0.105,119.958,0.165,0.416,0.0,0.823,10,187453,-10.358,0,0.277
0I20rLT2MJDhcF96AjbNYo,0.622,0.113,102.039,0.063,0.253,0.0,0.69,5,210400,-5.025,0,0.543
1XRgIKC5TPwo7nWGyKqgG0,0.633,0.0993,139.948,0.168,0.0232,0.000343,0.89,11,233087,-5.475,1,0.425
7tr2za8SQg2CI8EDgrdtNl,0.795,0.254,104.066,0.0545,0.498,1.21e-06,0.736,1,230813,-3.299,0,0.511
152lZdxL1OR0ZMW6KquMif,0.449,0.0898,80.126,0.425,0.33,0.000162,0.736,1,219080,-11.462,0,0.326
0QsvXIfqM0zZoerQfsI9lm,0.859,0.137,159.797,0.197,0.16,0.00466,0.542,11,208053,-5.651,1,0.403
3eR23VReFzcdmS7TYCrhCe,0.533,0.0864,99.968,0.0706,0.119,0.0,0.64,0,220781,-6.596,1,0.515
5Htb1uFQ1KrkFXlefS8oGj,0.592,0.181,82.05,0.0566,0.0247,0.0,0.516,3,236987,-5.465,0,0.271
0VgkVdmE4gld66l8iyGjgx,0.434,0.165,150.062,0.431,0.0102,0.0219,0.833,2,204600,-8.795,1,0.281
7w87IxuO7BDcJ3YUqCyMTT,0.71,0.0956,127.975,0.0292,0.145,0.115,0.733,5,239600,-5.849,0,0.965
0ERbK7qVqveCaBWIiYCrl3,0.713,0.0506,179.864,0.0937,0.228,0.0,0.635,11,204701,-6.909,1,0.749
7Ed6BkggCS2KaKY5YlINaF,0.842,0.23,169.917,0.219,0.0157,0.0,0.613,10,238726,-4.332,0,0.645
5TmZYdHW6HJ9gt7Aokuql5,0.745,0.15,180.081,0.146,0.0474,1.71e-06,0.746,9,203853,-3.311,1,0.828
5uCax9HTNlzGybIStD3vDh,0.557,0.0902,85.043,0.059,0.695,0.0,0.358,10,211467,-7.398,1,0.494
0lJCqIx5BhZtf6QtYI2fbv,0.538,0.123,130.023,0.0319,0.188,0.0,0.73,1,279613,-5.612,1,0.215
2H3ZUSE54pST4ubRd5FzFR,0.616,0.179,130.037,0.033,0.482,0.0,0.669,11,151667,-10.776,0,0.818
0CokSRCu5hZgPxcZBaEzVE,0.794,0.112,139.994,0.0522,0.0323,2.59e-05,0.731,0,220454,-5.126,0,0.356
4R55IUi2x7S5ek2SpebOiE,0.493,0.127,94.016,0.0735,0.128,0.000147,0.909,3,197120,-6.688,1,0.844
0NiXXAI876aGImAd6rTj8w,0.792,0.0516,104.016,0.0418,0.091,0.0,0.739,11,181615,-4.256,0,0.547
7MHN1aCFtLXjownGhvEQlF,0.477,0.349,94.983,0.0434,0.549,0.0,0.788,4,213027,-7.348,1,0.86
5troof8mcGO3AafoDbk1gc,0.709,0.126,128.07,0.123,0.204,1.41e-05,0.766,9,211853,-6.471,0,0.506
6m2LNopVJKsvBB9l7Z1rwn,0.611,0.0805,89.995,0.134,0.109,0.0,0.774,6,161593,-2.883,1,0.388
2x0WlnmfG39ZuDmstl9xfX,0.589,0.108,159.073,0.0558,0.00845,0.0,0.649,2,244827,-6.237,1,0.151
3b0EOvScbZUc0qJx0E1L2z,0.548,0.366,98.359,0.0394,0.29,9.68e-05,0.639,8,176333,-13.534,1,0.887
5aAx2yezTd8zXrkmtKl66Z,0.594,0.134,186.054,0.282,0.165,3.49e-06,0.681,7,230453,-7.028,1,0.535
5T8EDUDqKcs6OSOwEsfqG7,0.868,0.776,156.295,0.17,0.0475,0.000176,0.559,5,209413,-5.276,1,0.609
4V6MRo0CEAC9MwAm7dkPuL,0.303,0.0782,91.958,0.117,0.835,0.0,0.74,3,213933,-8.612,1,0.819
5yuShbu70mtHXY0yLzCQLQ,0.498,0.0757,81.967,0.0832,0.228,0.0,0.665,5,179613,-8.185,1,0.127
6pyzBTIjcO2AMkKE6x2Otb,0.826,0.179,103.564,0.0341,0.0322,0.00629,0.703,10,285373,-7.179,0,0.945
6p8NuHm8uCGnn2Dtbtf7zE,0.674,0.104,141.967,0.264,0.307,0.0,0.92,1,304041,-5.662,0,0.741
22eADXu8DfOAUEDw4vU8qy,0.693,0.129,143.965,0.138,0.246,0.0,0.708,6,271080,-5.516,1,0.427
1mqlc0vEP9mU1kZgTi6LIQ,0.911,0.3,125.895,0.0305,0.183,0.000107,0.693,9,216520,-3.691,1,0.982
1NDxZ7cFAo481dtYWdrUnR,0.868,0.104,121.03,0.0291,0.15,0.132,0.703,7,193613,-4.661,0,0.733
0yyZN5ASdrYu0XYWFzfxUu,0.84,0.119,101.99,0.0879,0.0112,0.0,0.702,0,183573,-3.547,1,0.624
7hDc8b7IXETo14hHIHdnhd,0.463,0.109,111.98,0.0396,0.256,0.085,0.809,11,298941,-11.377,1,0.364
790MhTXPFrYkrqCKvpg4t1,0.728,0.237,146.979,0.0544,0.207,0.0,0.795,9,228080,-4.712,0,0.582
40oKW22ZNNkEdZLJTScaQI,0.524,0.2,140.053,0.245,0.0306,0.0,0.747,10,213132,-6.807,0,0.363
6fxVffaTuwjgEk5h9QyRjy,0.379,0.0986,107.989,0.0476,0.607,0.000464,0.614,4,258987,-10.48,1,0.201
4IWAyPf1KMq7JCyGeCjTeH,0.649,0.128,134.955,0.0315,0.0429,0.0,0.675,1,201240,-4.953,1,0.537
0Qh38w01QRXK6KHIv0e3hb,0.588,0.0906,113.608,0.0506,0.0281,2.01e-06,0.491,1,269600,-6.177,1,0.193
0tPQPaOKM32WgMSbPCYyRH,0.873,0.0824,79.943,0.119,0.0789,0.0,0.721,1,172687,-4.741,1,0.552
5knuzwU65gJK7IF5yJsuaW,0.763,0.18,101.965,0.0523,0.406,0.0,0.72,9,251088,-4.068,0,0.742
7krbSH3rd8lhIZvuzTV3Bl,0.607,0.0631,101.966,0.0574,0.104,0.0,0.529,6,234107,-6.781,1,0.238
3NdDpSvN911VPGivFlV5d0,0.451,0.325,117.973,0.0585,0.0631,1.3e-05,0.735,0,245200,-8.374,1,0.0862
4Km5HrUvYTaSUfiSGPJeQR,0.665,0.123,127.076,0.244,0.061,0.0,0.927,11,343150,-5.313,1,0.175
3kxfsdsCpFgN412fpnW85Y,0.356,0.123,160.033,0.0941,0.172,0.00943,0.745,1,326933,-10.425,1,0.607
4o6BgsqLIBViaGVbx5rbRk,0.501,0.0467,167.057,0.0551,0.234,0.112,0.751,5,190627,-12.151,1,0.902
0pDaqgIForVNO4jrtTxcWT,0.653,0.0876,130.099,0.0359,0.189,0.0,0.814,3,228923,-0.02,0,0.706
7AQim7LbvFVZJE3O8TYgf2,0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,0,146520,-9.74,0,0.329
5zSOVwaY3sVjnmLhuEfsuf,0.565,0.103,175.92,0.0476,0.164,0.00169,0.748,7,193227,-5.895,1,0.812
6b8Be6ljOzmkOmFslEb23P,0.803,0.153,106.97,0.0797,0.034,0.0,0.818,1,225983,-4.282,1,0.632
5u6vkDnOyaf8LsteDAj2ub,0.435,0.342,82.996,0.156,0.333,1.31e-05,0.782,2,268933,-7.033,1,0.242
6PCUP3dWmTjcTtXY02oFdT,0.834,0.14,135.007,0.0989,0.0232,1.14e-05,0.461,2,261154,-4.868,1,0.471
1lzr43nnXAijIGYnCT8M8H,0.606,0.313,94.759,0.0713,0.0561,0.0,0.853,0,227600,-4.596,1,0.654
6HZILIRieu8S0iqY8kIKhj,0.523,0.0842,139.913,0.357,0.00454,0.0,0.638,1,185947,-6.664,1,0.422
4fndbjoz1qJyK6JcLdKfzm,0.808,0.133,181.993,0.286,0.00693,0.0,0.813,2,192132,-5.541,1,0.547
5GXAXm5YOmYT0kL5jHvYBt,0.819,0.0679,92.99,0.118,0.426,0.0,0.773,0,269187,-5.946,0,0.585
6eT7xZZlB2mwyzJ2sUKG6w,0.562,0.0816,130.098,0.0352,0.233,0.0,0.675,7,256533,-7.678,1,0.309
5PB8zB1MOZASboLquvinMF,0.909,0.0972,93.984,0.0758,0.158,0.0,0.623,4,188787,-3.079,0,0.651
1Slwb6dOYkBlWal1PGtnNg,0.445,0.184,78.998,0.0295,0.474,0.0,0.781,2,281560,-6.061,1,0.591
3ebXMykcMXOcLeJ9xZ17XH,0.54,0.261,137.972,0.0576,0.0895,0.0,0.584,1,220883,-7.786,0,0.195
39shmbIHICJ2Wxnk1fPSdz,0.836,0.384,113.375,0.116,0.0804,0.0,0.743,2,188987,-6.465,1,0.82
3A7qX2QjDlPnazUsRk5y0M,0.65,0.225,144.937,0.0591,0.219,0.0,0.548,8,194897,-5.827,0,0.557
6WbADFqMvR8N5u0BvtsWQE,0.855,0.0404,134.009,0.0441,0.00179,0.0,0.652,2,181673,-4.832,1,0.279
2eAZfqOm4EnOF9VvN50Tyc,0.757,0.106,82.008,0.05,0.617,0.0,0.703,1,221747,-3.612,1,0.696
7vu0JkJh0ldukEYbTVcqd0,0.415,0.0616,114.145,0.0639,0.401,0.0,0.728,8,176320,-6.852,1,0.455
1LszjjoVwDDZcWUQbzeDLG,0.69,0.103,125.086,0.148,0.0583,0.0,0.808,1,223147,-4.151,1,0.64
3qk4wRMDlaeagZGjSYbsOV,0.766,0.32,96.281,0.231,0.263,0.0,0.558,6,203960,-5.953,0,0.182
7foypmc7KZyU716Yv63BPe,0.648,0.0967,150.058,0.0543,0.009,0.0,0.866,1,140793,-3.675,1,0.0798
32OlwWuMpZ6b0aN2RZOeMS,0.609,0.0344,114.988,0.0824,0.00801,8.15e-05,0.856,0,269667,-7.223,1,0.928
38yBBH2jacvDxrznF7h08J,0.418,0.0579,85.909,0.0425,0.0129,0.0,0.734,0,188174,-6.678,1,0.868
1Qg9jWGDkKAGZXj5v2OG59,0.604,0.105,126.135,0.0542,0.0889,0.0,0.659,8,190643,-5.084,1,0.407
5b88tNINg4Q4nrRbrCXUmg,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,5,232720,-4.662,0,0.962
630sXRhIcfwr2e4RdNtjKN,0.619,0.122,125.046,0.0386,0.0716,0.0,0.684,10,217440,-7.005,1,0.284
72jbDTw1piOOj770jWNeaG,0.658,0.0939,99.99,0.0304,0.0215,1.66e-06,0.653,2,221507,-6.428,1,0.219
209gZgcfLq2aUuu51vOWBl,0.819,0.389,89.98,0.0867,0.0309,0.0,0.792,5,205520,-5.418,1,0.433
5EId1m4DNwTf3at31w8bPJ,0.703,0.259,120.007,0.0611,0.2,0.0,0.735,6,233827,-4.249,1,0.323
0L7loeTIg6akW84aEQZpCT,0.877,0.233,107.985,0.0666,0.0375,0.000833,0.746,9,166138,-3.782,0,0.751
1louJpMmzEicAn7lzDalPW,0.667,0.106,112.956,0.134,0.0575,0.0,0.741,10,223504,-5.445,1,0.595
6JV2JOEocMgcZxYSZelKcc,0.83,0.191,113.03,0.0751,0.0123,0.0,0.666,0,236002,-5.715,1,0.702
5lXcSvHRVjQJ3LB2rLKQog,0.658,0.0526,100.541,0.085,0.0887,0.00403,0.65,10,239120,-10.908,0,0.883
76cy1WJvNGJTj78UqeA5zr,0.544,0.0824,97.028,0.0943,0.0403,0.0,0.836,7,217947,-5.975,1,0.51
2xGjteMU3E1tkEPVFBO08U,0.704,0.0424,191.702,0.186,0.00583,0.000115,0.284,2,234707,-7.276,1,0.1
7F9vK8hNFMml4GtHsaXui6,0.53,0.394,75.016,0.142,0.207,0.0,0.683,5,190428,-4.918,0,0.645
2374M0fQpWi3dLnB54qaLX,0.373,0.0481,92.718,0.0323,0.257,8.01e-05,0.671,9,295893,-18.064,1,0.732
6urLjX35oXXRYtcH1b3dCh,0.529,0.0814,138.072,0.0532,0.0674,0.0,0.774,5,228431,-4.479,0,0.227
6ElmxV9B2mSNscEjP27M7i,0.868,0.152,115.99,0.154,0.24,0.00204,0.854,0,192000,-3.455,1,0.631
2RttW7RAu5nOAfq6YFvApB,0.385,0.135,89.792,0.0288,0.536,0.0,0.522,0,207520,-7.355,1,0.236
1OOtq8tRnDM8kG2gqUPjAj,0.867,0.197,138.858,0.0457,0.0491,7.98e-06,0.779,3,258040,-3.704,0,0.915
6eYxmK9fdL4hwLnXG2zY3s,0.726,0.0976,139.059,0.282,0.259,0.0,0.763,1,126346,-6.405,1,0.349
4c2W3VKsOFoIg2SFaO6DY5,0.624,0.0513,117.959,0.0488,0.158,0.0,0.855,1,180757,-4.093,1,0.962
4knL4iPxPOZjQzTUlELGSY,0.444,0.137,149.953,0.344,0.022,0.0,0.91,1,276333,-8.126,0,0.53
6mICuAdrwEjh6Y6lroV2Kg,0.773,0.159,102.034,0.0776,0.187,3.05e-05,0.852,8,195840,-2.921,0,0.907
2vjmyyAnDUzilFYxOlTdO1,0.775,0.129,157.036,0.172,0.0553,0.0,0.66,2,157643,-4.926,1,0.635
4bHsxqR3GMrXTxEPLuK5ue,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,4,250987,-9.072,1,0.514
3ZFTkvIE7kyPt6Nu3PEa7V,0.824,0.405,100.024,0.0707,0.284,0.0,0.778,10,218093,-5.892,0,0.758
5Y9fnynLlIvqtM710MHzfz,0.664,0.0937,98.015,0.0607,0.165,3.97e-05,0.855,9,226800,-7.11,0,0.626
2EEeOnHehOozLq4aS0n6SL,0.653,0.229,75.016,0.289,0.378,0.0,0.746,7,253107,-6.745,1,0.672
2SiXAy7TuUkycRVbbWDEpo,0.767,0.39,127.361,0.0574,0.00287,0.000513,0.532,7,210173,-5.509,1,0.755
2mfUa8bLs2s5N4VaqJZ4lZ,0.57,0.0891,102.991,0.0888,0.0416,0.0,0.755,9,204400,-7.132,1,0.406
2yLa0QULdQr0qAIvVwN6B5,0.764,0.197,160.015,0.136,0.0527,0.0,0.613,2,208187,-6.509,1,0.417
4v094LQ9eF10k2O2Te2ngK,0.554,0.115,153.676,0.0385,0.381,0.0,0.519,0,223044,-6.412,1,0.194
43ay9lQZ5rfNcOOHhRF2cM,0.824,0.0725,157.92,0.105,0.000239,0.0545,0.417,11,302147,-7.36,0,0.4
0Wv5wuenRLI3BcwgT3HPIP,0.765,0.152,104.987,0.0385,0.534,0.0,0.781,8,198286,-4.092,1,0.564
