artist,genres,popularity,followers,artist_id
Post Malone,"['dfw rap', 'melodic rap', 'rap']",91,35044259,246dkjvS1zLTtiykXe5h60
Myke Towers,['trap latino'],90,7284222,7iK8PXO48WeuP03g8YR51W
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,59139145,3TVXtAsR1Inumwj472S9r4
Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",76,4151235,5zctI4wO9XSKS8XwcnqEHk
Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",90,30404180,1i8SpTcr7yvPOmcqrbnVXY
HVME,['slap house'],73,46089,2o08sCWF5yyo2G4DCiT7T9
SZA,"['pop', 'r&b', 'rap']",87,6646427,7tYKF4w9nC0nq9CsPZTHyP
Lele Pons,"['latin pop', 'viral pop']",67,881827,6i3DxIlAqnDkwELLw4aVrx
Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",82,7477172,08GQAI4eElDnROBrJRGE0X
Jay Wheeler,"['latin', 'reggaeton', 'trap latino']",81,2131317,2cPqdH7XMvwaBJEVjheH8g
Petter Ferraz,[],51,15537,6gGJH7joTDx9M3xREiAq9U
Wisin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",82,7279354,3E6xrwgnVfYCrCs0ePERDz
Ritt Momney,"['bedroom pop', 'indie pop']",66,106518,7MPGCB854Qo4alYMOPkBka
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",85,7417709,77SW9BnxLY8rJ0RciFqkHh
Lady Gaga,"['art pop', 'dance pop', 'pop']",86,20095518,1HY2Jd0NmPuamShAr6KMms
Roddy Ricch,"['melodic rap', 'rap', 'trap']",83,7145253,757aE44tKEUQEqRuT6GnEB
Migrantes,['cumbia pop'],66,142506,48R2gYdPKtfnfKAzhSVPUx
Conan Gray,"['bedroom pop', 'electropop', 'indie pop', 'pop']",81,4470118,4Uc8Dsxct0oMqx0P6i60ea
Justin Quiles,"['latin', 'reggaeton', 'trap latino']",87,3121203,14zUHaJZo1mnYtn6IBRaRP
MEDUZA,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",79,473838,0xRXCcSX89eobfrshSVdyu
Topic,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",80,161777,0u6GtibW46tFX7koQ6uNJZ
Doja Cat,"['dance pop', 'pop']",94,12785782,5cj0lLjcoR7YOSnhnX0Po5
Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",86,5552840,181bsRPaVXVlUKXrxwZfHK
Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",82,6257313,1yxSLGMDHlW21z4YXirZDS
J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",93,31093805,1vyhD5VmyZ7KMfW5gqLgo5
Tarcísio do Acordeon,[],78,1759871,48HORs6F9P7IgdyKrk4MZC
Powfu,['sad rap'],77,992207,6bmlMHgSheBauioMgKv2tn
Jonas Esticado,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",65,1428763,22jNvLBrXGKr4CcV2tw8Ag
Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",84,10396629,07YZf4WDAMNwqr4jfgOZ8y
Queen,"['classic rock', 'glam rock', 'rock']",87,38224385,1dfeR4HaWDbWqFHLkxsg1d
Juice WRLD,"['chicago rap', 'melodic rap']",93,20905742,4MCBfE4596Uoi2O4DtmEMz
Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",84,4000291,716NhGYqD1jl2wI1Qkgq36
Zé Neto & Cristiano,"['sertanejo', 'sertanejo universitario']",82,15226546,487N2T9nIPEHrlTZLL3SQs
Tierry,['sertanejo pop'],71,1017837,4FUMTycjZlEY6ZxMgqNjC8
Maroon 5,"['pop', 'pop rock']",88,34099468,04gDigrS5kc9YWfZHwBETP
Luísa Sonza,"['funk carioca', 'pop nacional']",75,2263534,4PzYKhC14sTJNEr0dzoo0d
Travis Scott,"['rap', 'slap house']",92,19098533,0Y5tJX1MQlPlqiwlOH1tJY
Jorge & Mateus,"['sertanejo', 'sertanejo universitario']",81,15735288,1elUiq4X7pxej6FRlrEzjM
Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",90,10877779,1RyvyyTE3xzB2ZywiAwp0i
Nio Garcia,"['latin', 'reggaeton', 'trap latino']",81,2520440,5hdhHgpxyniooUiQVaPxQ0
Whitney Houston,"['dance pop', 'pop', 'urban contemporary']",79,7307035,6XpaIBNiVzIetEPCWDvAFP
Wesley Safadão,"['forro', 'sertanejo pop']",76,10315955,1AL2GKpmRrKXkYIcASuRFa
Zé Vaqueiro,['forro de favela'],78,2851473,5K8Rmjmf4RZFffz94EmBRt
Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",86,15676139,1SupJlEpv7RS2tPNRaHViT
Trevor Daniel,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']",73,662918,7uaIm6Pw7xplS8Dy06V6pT
Surfaces,"['bedroom soul', 'pop']",75,776060,4ETSs924pXMzjIeD6E9b4u
"Earth, Wind & Fire","['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",76,3218160,4QQgXkCYTt3BlENzhyNETg
Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",75,2562116,5BcAKTbp20cv7tC5VqPFoC
Regard,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",76,162974,4ofCBoyEiGSePFAG500xev
Douglas & Vinicius,['sertanejo pop'],64,73216,7M83IzPXGA4ClZJ5reW2Ro
DJ Khaled,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,6739417,0QHgL1lAIqAw0HtD7YldmP
Ofenbach,"['dance pop', 'edm', 'electro house', 'new french touch', 'pop', 'pop dance', 'tropical house']",75,453562,4AKwRarlmsUlLjIwt38NLw
Ava Max,"['dance pop', 'pop']",84,4541107,4npEfmQ6YuiwW1GpUmaq3F
Zé Felipe,['sertanejo pop'],77,2175728,7cmuxPnXRJxwuYDHfbD8Eu
James Arthur,"['pop', 'talent show', 'uk pop']",83,8981300,4IWBUUAFIplrNtaOHcJPRM
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,18582817,69GGBxA162lTqCwzJG5jLp
Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",89,14873812,7bXgB6jMjp9ATFy66eO08Z
Eminem,"['detroit hip hop', 'hip hop', 'rap']",92,49906308,7dGJo4pcD2V6oG8kP0tJRR
Jerry Di,"['cubaton', 'dominican pop', 'latin', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",66,183635,7f02bxFbZIOVdSbYRNYvLT
Arizona Zervas,"['pop rap', 'rhode island rap']",72,643706,0vRvGUQVUjytro0xpb26bs
Clairo,"['bedroom pop', 'indie pop', 'pop']",80,2946087,3l0CmX0FuQjFxr8SK7Vqag
Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",83,20983866,1vCWHaC5f2uS3yhpwWbIA6
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",88,1345906,2LIk90788K0zvyj2JJVwkJ
Ashnikko,"['alt z', 'electropop', 'escape room', 'pop']",76,1482355,3PyJHH2wyfQK3WZrk9rpmP
Imagine Dragons,"['modern rock', 'pop', 'rock']",90,36944196,53XhwfbYqKCa1cC15pYq2q
Apache 207,['german hip hop'],75,1783428,1qQLhymHXFPtP5U8KNKsm6
Pink Sweat$,"['bedroom soul', 'chill r&b', 'pop']",76,1106716,1W7FNibLa0O0b572tB2w7t
Surf Mesa,['tropical house'],68,139787,1lmU3giNF3CSbkVSQmLpHQ
Niack,['funk carioca'],58,363857,5uYe4bcAXlMP7d4mrOYkML
Machine Gun Kelly,['ohio hip hop'],84,4176881,6TIYQ3jFPwQSRmorSezPxX
XXXTENTACION,"['emo rap', 'miami hip hop']",90,32652861,15UsOTVnJzReFVN1VCnxy4
Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",85,2214409,4yvcSjfu4PC0CYQyLy4wSq
DJ Lucas Beat,"['funk carioca', 'sertanejo pop']",73,244896,2zWqENF4cnsd1nLmraG9IE
JP Saxe,"['alt z', 'canadian contemporary r&b', 'pop', 'pop rock']",73,308773,66W9LaWS0DPdL7Sz8iYGYe
Gusttavo Lima,"['sertanejo', 'sertanejo universitario']",84,14121340,7MiDcPa6UiV3In7lIM71IN
Ufo361,"['german cloud rap', 'german hip hop']",75,1747146,5pVRwX5ZQR7hfJ18w8ZYkl
Guilherme & Benuto,['sertanejo pop'],72,294399,6m6e7D2TnV0aYMllFFwMxu
Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",76,1812985,1G9G7WwrXka3Z1r7aIDjI7
BLACKPINK,"['k-pop', 'k-pop girl group']",84,26619108,41MozSoPIsD1dJM0CLPjZF
LUDMILLA,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",74,4317373,3CDoRporvSjdzTrm99a3gi
Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",86,32615100,64KEffDW9EtZ1y2vBYgq8T
blackbear,"['pop', 'pop rap']",84,4483579,2cFrymmkijnjDg9SS92EPM
C. Tangana,['urbano espanol'],79,1646758,5TYxZTjIPqKM8K8NuP9woO
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",85,22323621,7CajNmpbOovFoOoasH2HaY
Eric Land,"['forro', 'sertanejo pop']",66,455006,007FXgr0jLBJxhPJjacXQH
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",76,3312727,7gP3bB2nilZXLfPHJhMdvc
Michael Jackson,"['pop', 'r&b', 'soul']",84,20820702,3fMbdgg4jU18AjLCKBhRSm
Michael Jackson,"['pop', 'r&b', 'soul']",84,20820702,3fMbdgg4jU18AjLCKBhRSm
Mother Mother,"['indie pop', 'vancouver indie']",77,2387667,0e86yPdC41PGRkLp2Q1Bph
Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",75,3958679,0rvjqX7ttXeg3mTy8Xscbt
Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",85,5317115,0fA0VVWsXO9YnASrzqfmYu
Bruno Mars,"['dance pop', 'pop']",92,35941022,0du5cEVh5yTK9QJze8zA0C
Fousheé,['indie r&b'],67,130954,6trIghKwHRUyxwvm66HLHH
Arctic Monkeys,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",86,13166342,7Ln80lUS6He07XvHI8qqHH
Robin Schulz,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",80,2844654,3t5xRXzsuZmMDkQzgOX35S
Coldplay,"['permanent wave', 'pop']",91,32933021,4gzpq5DPGxSnKTe4SA8HAU
John Legend,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",82,6016349,5y2Xq6xcjJb2jVM54GHK3t
BØRNS,"['modern alternative rock', 'modern rock', 'pop']",71,1053379,1KP6TWI40m7p3QBTU6u2xo
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",86,8237211,2kCcBybjl3SAtIcwdWpUe3
BANNERS,"['indie poptimism', 'modern rock', 'pop', 'pop rock']",71,450929,4qWnlmXWuGv2TtuxtIWlJX
The Police,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",77,4574757,5NGO30tJxFlKixkPSgXcFE
Sam Smith,"['dance pop', 'pop', 'uk pop']",86,18180439,2wY79sveU1sp5g7SokKOiI
Tame Impala,"['australian psych', 'neo-psychedelic']",80,5260931,5INjqkS1o8h1imAzPqGZBb
Nirvana,"['alternative rock', 'grunge', 'permanent wave', 'rock']",83,14115683,6olE6TJLqED3rqDCT0FyPh
Hozier,"['irish singer-songwriter', 'pop']",81,4953589,2FXC3k01G6Gw61bmprjgqS
Dean Lewis,"['australian pop', 'pop', 'pop rock']",76,1812169,3QSQFmccmX81fWCUSPTS7y
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",86,16541993,26VFTg2z8YR0cCuwLzESi2
THE SCOTTS,[],64,181154,2PaZWGu5T5nHjY2xxAkFsT
347aidan,['sad rap'],73,279981,0bBz5bRBkExaej2HxtVfCw
StaySolidRocky,['melodic rap'],65,155024,1XLWox9w1Yvbodui0SRhUQ
Kina,"['sad lo-fi', 'sad rap']",73,688142,4qIVPF0s71ZYW3qzhu5GkF
CORPSE,"['dream smp', 'social media pop', 'viral rap']",74,1974029,7yntSJ6uojO3z6GFUVwhAW
TWICE,"['k-pop', 'k-pop girl group']",86,11496600,7n2Ycct7Beij7Dj7meI4X0
Joji,"['alternative r&b', 'viral pop']",83,5173228,3MZsBdqDrRTJihTHQrO6Dq
Dan + Shay,"['contemporary country', 'country', 'pop']",77,2466009,7z5WFjZAIYejWy0NI5lv4T
Wallows,"['indie pop', 'modern rock', 'pop']",74,2107889,0NIPkIjTV8mB795yEIiPYL
Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",79,4575714,6MDME20pz9RveH9rEXvrOM
ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",80,18078149,5ZsFI1h6hIdQRw2ti0hz81
Olivia Rodrigo,['pop'],90,10940707,1McMsnEElThX1knmY4oliG
Morgan Wallen,['contemporary country'],84,2574495,4oUHIQIBe0LHzYfvXNW4QM
Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",81,1409236,6cK3NBO6uP7hh0oyuVELFl
Capo Plaza,"['italian hip hop', 'trap italiana']",74,3072051,5SulO4l40qDuV9zUGLZx7n
Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",78,9483766,1Xylc3o4UrD53lo9CvFvVg
Noah Cyrus,"['alt z', 'dance pop', 'pop', 'post-teen pop']",75,923481,55fhWPvDiMpLnE4ZzNXZyW
Noah Cyrus,"['alt z', 'dance pop', 'pop', 'post-teen pop']",75,923481,55fhWPvDiMpLnE4ZzNXZyW
Lana Del Rey,"['art pop', 'pop']",86,14664450,00FQb4jTyendYWaN8pK0wa
Sara Kays,"['alt z', 'gen z singer-songwriter', 'indie pop', 'modern indie pop', 'pop', 'social media pop']",67,275161,7Lk9V7E1u5gqSHmtcKlOqH
Masked Wolf,['australian hip hop'],75,488366,1uU7g3DNSbsu0QjSEqZtEd
Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",85,31558175,0C8ZW7ezQVs4URX5aX7Kqx
Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",81,8767035,1zNqDE7qDGCsyzJwohVaoX
Joshua Bassett,"['pop', 'post-teen pop', 'social media pop']",68,526364,4VdV2qRAYBLINR6uU72V1J
KASIMIR1441,"['german alternative rap', 'german hip hop', 'german trap', 'tekk']",64,207592,7ADRm1oT7VmhRRZrZqycV6
Erica Banks,['trap queen'],60,51692,2SXhbucehn00OBVKhzxDyM
Kevin Roldan,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",73,4294498,1RBzGO6Nm3uyhUSxP7EDWO
Piso 21,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",77,7595348,4bw2Am3p9ji3mYsXNXtQcd
Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",79,4131578,1Ffb6ejR6Fe5IamqA5oRUF
carolesdaughter,['alt z'],62,144017,2hiq2iBnUik3mrOfEgRSpB
Kawe,"['brazilian hip hop', 'funk ostentacao']",68,554573,1TYJOhNSxMOODWiDVhuyZb
Sabrina Carpenter,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",74,3867102,74KM79TiuVKeVCqs8QtB0B
Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",90,19599191,2R21vXR83lH98kGeO99Y66
Gzuz,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",74,1171158,5eioJDe26lOqkAMbuhzZYs
Diego & Victor Hugo,"['sertanejo pop', 'sertanejo universitario']",75,1736691,3k68C6mNMJL6OaAdWeW2ZF
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",85,20540955,6XyY86QOPPrYVGvF9ch6wz
IU,['k-pop'],76,5955364,3HqSLMAZ3g3d5poNaI7GOU
DJ Ivis,['piseiro'],61,413930,0RPzmE1iY76tx1eBBXFyYn
Polo G,['chicago rap'],91,5944426,6AgTAQt8XS6jRWi4sX7w49
benny blanco,"['electropop', 'pop', 'pop rap']",76,847636,5CiGnKThu5ctn9pBxv7DGa
Brent Faiyaz,"['dmv rap', 'pop', 'r&b', 'rap']",81,1957367,3tlXnStJ1fFhdScmQeLpuG
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",88,3273851,3hcs9uc56yIGFCSy9leWe7
ATB,"['german dance', 'german techno', 'german trance', 'trance']",71,313753,7jZM5w05mGhw6wTB1okhD9
The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",79,6291290,0C0XlULifJtAgn6ZNCW2eu
Hugo & Guilherme,['sertanejo pop'],72,524505,1LIuN7ov1IBQDdLsU83ojl
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,8867062,5f7VJjfbwm532GiveGC0ZK
Twenty One Pilots,"['modern rock', 'rock']",84,21532675,3YQKmKGau1PzlVlkL1iodx
Duncan Laurence,['dutch pop'],73,358625,3klZnJvYGIbWritVwQD434
Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",80,15229480,60d24wfXkVzDSfLS6hyCjZ
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",81,4966037,02kJSzxNuaWGqwubyUba0Z
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",79,9321074,7jy3rLJdDQY21OgRLCZ9sD
Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'pop', 'uk pop']",72,143446,6L1XC7NrmgWRlwAeLJvVtA
Vance Joy,"['folk-pop', 'modern rock', 'pop', 'pop rock']",78,2498065,10exVja0key0uqUkk6LJRT
Nathan Evans,[],70,173929,1PKErrAhYFdfrDymGHRQRo
Giveon,"['pop', 'r&b']",83,1758890,4fxd5Ee7UefO4CUXgwJ7IP
OneRepublic,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']",84,12773534,5Pwc4xIPtQLFEnJriah9YJ
Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",85,4193083,6jGMq4yGs7aQzuGsMgVgZR
Rita Ora,"['australian pop', 'dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",78,7070783,5CCwRZC6euC8Odo6y9X8jr
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']",85,10254432,13ubrt8QOOCPljQ2FL1Kca
Rochy RD,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",68,417590,4riOEaOW5hCeqomFDBk0aP
P!nk,"['dance pop', 'pop']",83,12205196,1KCSPY1glIKqW2TotWuXOR
Riton,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",74,91318,7i9j813KFoSBMldGqlh2Z1
Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,2471580,0EeQBlQJFiAfJeVN2vT9s0
Jamule,['german hip hop'],72,226881,4sVieJlKgpZ2k9ESNS5IdN
Jeff Costa,[],46,15331,7FMscVRC6dsjpDpgt1r4Hn
Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",79,6821621,2DaxqgrOhkeH0fpeiQq2f4
Los Legendarios,"['reggaeton', 'reggaeton flow', 'trap latino']",77,60184,0n6sKrG0xKAf8xmdqeNGke
Christina Perri,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",74,3165151,7H55rcKCfwqkyDFH9wpKM6
Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",74,2878572,0gadJ2b9A4SKsB1RFkBb66
Kali Uchis,"['colombian pop', 'pop']",85,2343596,1U1el3k54VvEUzo3ybLPlM
Gotye,['australian pop'],71,2283892,2AsusXITU8P25dlRNhcAbG
NF,"['hip hop', 'pop rap', 'rap']",83,6325542,6fOMl44jA4Sp5b9PpYCkzz
Bausa,['german hip hop'],69,976194,13bDjug9N0pyv3ZUINjkDV
Alan Walker,['electro house'],84,31483451,7vk5e3vY1uw9plTHJAMwjN
Raí Saia Rodada,"['forro', 'sertanejo pop']",70,1514843,0NiaKn55OzJswiYevvlKfz
Clinton Kane,"['alt z', 'gen z singer-songwriter', 'pop']",76,652328,7okSU80WTrn4LXlyXYbX3P
Trippie Redd,"['melodic rap', 'rap', 'trap']",87,6924226,6Xgp2XMz1fhVYe7i6yNAax
HAIM,"['art pop', 'dance pop', 'indie pop', 'metropopolis', 'pop rock']",69,1128426,4Ui2kfOqGujY81UcPrb5KE
ElyOtto,['weirdcore'],64,96969,4b19vuzlDcNdU4quI7L6sW
Master KG,['south african house'],65,271893,523y9KSneKh6APd1hKxLuF
Daft Punk,"['electro', 'filter house']",81,8428186,4tZwfgrHOc3mvqYlEYSvVi
Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",76,580889,5F1aAS1duwlzExnPs3l2Xe
Bobby Shmurda,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",65,1241357,34Y0ldeyUv7jBvukWOGASO
Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",88,25092461,4VMYDCV2IEDYJArk749S6m
DUSTY LOCANE,['new york drill'],70,230907,22hWz22JAmIhIEp0u1X01L
Hippie Sabotage,"['edm', 'electronic trap']",72,741339,4dM6NDYSfLcspt8GLoT5aE
AJR,"['modern rock', 'pop rap']",77,2036552,6s22t5Y3prQHyaHWUN1R1C
Francesca Michielin,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",60,594067,4jFlmD92WULLlaRS8Cj6QS
Gym Class Heroes,"['dance pop', 'pop rap']",73,1314140,4IJczjB0fJ04gs4uvP0Fli
DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",82,7620865,540vIaP2JwjQb9dm3aArA4
Booba,"['francoton', 'french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",74,2295355,58wXmynHaAWI5hwlPZP3qL
Rusherking,"['trap argentino', 'trap triste']",75,500523,3Apb2lGmGJaBmr0TTBJvIZ
Rusherking,"['trap argentino', 'trap triste']",75,500523,3Apb2lGmGJaBmr0TTBJvIZ
Capital Bra,['german hip hop'],76,4169803,4WZGDpNwrC0vNQyl9QzF7d
Capital Bra,['german hip hop'],76,4169803,4WZGDpNwrC0vNQyl9QzF7d
