artist,genres,popularity,followers,artist_id
Dan + Shay,"['contemporary country', 'country', 'pop']",77,2466009,7z5WFjZAIYejWy0NI5lv4T
Dímelo Flow,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",74,250045,3fZk3Gm5dN5v5yfYMQ04Bx
Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",76,4234976,56oDRnqbIiwx4mymNEv7dS
Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",84,6397254,5LHRHt1k9lMyONurDHEdrp
Mustard,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,915175,0YinUQ50QDB7ZxSCLyQ40k
Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",86,32615100,64KEffDW9EtZ1y2vBYgq8T
YNW Melly,"['melodic rap', 'trap']",79,6846231,1cNDP5yjU5vjeR8qMf4grg
Tainy,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']",84,676530,0GM7qgcRCORpGnfcN2tCiB
JACKBOYS,"['rap', 'trap']",71,462396,7A8S43ryYdbWpJKeHRZRcq
Lil Tecca,"['melodic rap', 'rap']",83,4539277,4Ga1P7PMIsmqEZqhYZQgDo
ROSALÍA,['r&b en espanol'],82,4923128,7ltDVBr6mKbRvohxheJ9h1
SHAED,"['electropop', 'pop']",65,145864,3KwmxIhSe9UTSEF37kwngR
Lady Gaga,"['art pop', 'dance pop', 'pop']",86,20095518,1HY2Jd0NmPuamShAr6KMms
Queen,"['classic rock', 'glam rock', 'rock']",87,38224385,1dfeR4HaWDbWqFHLkxsg1d
Henrique & Juliano,['sertanejo universitario'],85,13887072,3p7PcrEHaaKLJnPUGOtRlT
Red Velvet,"['k-pop', 'k-pop girl group']",75,6215847,1z4g3DjTBBZKhvAroFlhOM
Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,5784310,7gOdHgIoIKoe4i9Tta6qdD
Ant Saunders,"['chill r&b', 'pop']",58,83989,4jpsw9CQS439N0B7SecMgf
Camilo,"['colombian pop', 'reggaeton colombiano']",85,12566026,28gNT5KBp7IjEOQoevXf9N
Lunay,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",78,5613477,47MpMsUfWtgyIIBEFOr4FE
Ali Gatie,"['canadian hip hop', 'pop']",75,1811411,4rTv3Ejc7hKMtmoBOK1B4T
Reik,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",82,6597814,0vR2qb8m9WHeZ5ByCbimq2
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,59139145,3TVXtAsR1Inumwj472S9r4
DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",82,7620865,540vIaP2JwjQb9dm3aArA4
Stormzy,"['grime', 'uk hip hop']",76,2390159,2SrSdSvpminqmStGELCSNd
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,8867062,5f7VJjfbwm532GiveGC0ZK
Rich Music LTD,"['latin', 'reggaeton', 'trap latino']",68,213258,2kqUKsTuEj1lPbm6BSn1AU
Lauv,"['dance pop', 'electropop', 'pop']",81,4679554,5JZ7CnR6gTvEMKX4g70Amv
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,18582817,69GGBxA162lTqCwzJG5jLp
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",85,22323621,7CajNmpbOovFoOoasH2HaY
Pedro Capó,"['latin', 'latin pop', 'puerto rican pop']",73,1406708,4QVBYiagIaa6ZGSPMbybpy
Ava Max,"['dance pop', 'pop']",84,4541107,4npEfmQ6YuiwW1GpUmaq3F
Sech,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",88,9625625,77ziqFxp5gaInVrF2lj4ht
Imagine Dragons,"['modern rock', 'pop', 'rock']",90,36944196,53XhwfbYqKCa1cC15pYq2q
SAINt JHN,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",75,785205,0H39MdGGX6dbnnQPt6NQkZ
Anitta,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",81,10950073,7FNnA9vBm6EKceENgCGRMb
French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,4215518,6vXTefBL93Dj5IqAWq6OTv
PEDRO SAMPAIO,['funk carioca'],74,1157081,5wbf52LA6kcaboHSN6NEF1
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",86,16541993,26VFTg2z8YR0cCuwLzESi2
Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",83,20983866,1vCWHaC5f2uS3yhpwWbIA6
Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",89,14873812,7bXgB6jMjp9ATFy66eO08Z
Ellie Goulding,"['dance pop', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",80,10214560,0X2BH1fck6amBIoJhDVmmJ
Panic! At The Disco,['modern rock'],81,11043379,20JZFwl6HVl6yg8a4H3ZqK
JP Saxe,"['alt z', 'canadian contemporary r&b', 'pop', 'pop rock']",73,308773,66W9LaWS0DPdL7Sz8iYGYe
XXXTENTACION,"['emo rap', 'miami hip hop']",90,32652861,15UsOTVnJzReFVN1VCnxy4
Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",78,6249439,738wLrAtLtCtFOLvQBXOXp
Khalid,"['pop', 'pop r&b']",89,14614643,6LuN9FCkKOj5PcnpouEgny
Idina Menzel,"['hollywood', 'show tunes']",74,369257,73Np75Wv2tju61Eo9Zw4IR
Marília Mendonça,['sertanejo'],90,21825314,1yR65psqiazQpeM79CcGh8
Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",75,2562116,5BcAKTbp20cv7tC5VqPFoC
Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",83,7800394,23fqKkggKUBHNkbKtXEls4
Jorge & Mateus,"['sertanejo', 'sertanejo universitario']",81,15735288,1elUiq4X7pxej6FRlrEzjM
Dadá Boladão,"['brega funk', 'funk carioca']",50,214731,36SRwzRkX5zW3ABjJrevqX
Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",85,18594070,4kYSro6naA4h99UJvo89HB
Gusttavo Lima,"['sertanejo', 'sertanejo universitario']",84,14121340,7MiDcPa6UiV3In7lIM71IN
Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",76,4151235,5zctI4wO9XSKS8XwcnqEHk
Maluma,"['latin', 'reggaeton', 'reggaeton colombiano']",88,28492331,1r4hJ1h58CWwUQe3MxPuau
benny blanco,"['electropop', 'pop', 'pop rap']",76,847636,5CiGnKThu5ctn9pBxv7DGa
Doja Cat,"['dance pop', 'pop']",94,12785782,5cj0lLjcoR7YOSnhnX0Po5
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",88,15138161,6l3HvQ5sa6mXTsMTB19rO5
Noah Cyrus,"['alt z', 'dance pop', 'pop', 'post-teen pop']",75,923481,55fhWPvDiMpLnE4ZzNXZyW
Zé Neto & Cristiano,"['sertanejo', 'sertanejo universitario']",82,15226546,487N2T9nIPEHrlTZLL3SQs
Piso 21,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",77,7595348,4bw2Am3p9ji3mYsXNXtQcd
Mabel,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",76,1470881,1MIVXf74SZHmTIp4V4paH4
Justin Quiles,"['latin', 'reggaeton', 'trap latino']",87,3121203,14zUHaJZo1mnYtn6IBRaRP
Dayvi,"['circuit', 'guaracha', 'perreo']",62,45821,2TWBei99x2tV70bdYbWdAf
James Arthur,"['pop', 'talent show', 'uk pop']",83,8981300,4IWBUUAFIplrNtaOHcJPRM
5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",81,8070899,5Rl15oVamLq7FbSb0NNBNy
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",76,3312727,7gP3bB2nilZXLfPHJhMdvc
Trippie Redd,"['melodic rap', 'rap', 'trap']",87,6924226,6Xgp2XMz1fhVYe7i6yNAax
Zedd,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'tropical house']",78,5621880,2qxJFvFYMEDqd7ui6kSAcq
TOTO,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",74,2092683,0PFtn5NtBbbUNbU9EAmIWF
24kGoldn,"['cali rap', 'pop rap']",81,1462150,6fWVd57NKTalqvmjRd2t8Z
Mark Ronson,"['dance pop', 'pop']",77,937547,3hv9jJF3adDNsBSIQDqcjp
Felipe Original,"['brega funk', 'funk carioca']",56,64633,2Cra8I2P4OnMkVguqZRVwi
Niall Horan,"['dance pop', 'pop', 'post-teen pop']",80,7986260,1Hsdzj7Dlq2I7tHP7501T4
Taylor Swift,['pop'],100,46250361,06HL4z0CvFAxyc27GXpf02
Portugal. The Man,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",68,1276914,4kI8Ie27vjvonwaB2ePh8T
Guilherme & Benuto,['sertanejo pop'],72,294399,6m6e7D2TnV0aYMllFFwMxu
Alec Benjamin,"['alt z', 'dream smp', 'electropop', 'pop']",79,3124743,5IH6FPUwQTxPSXurCrcIov
Riton,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",74,91318,7i9j813KFoSBMldGqlh2Z1
Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",90,30404180,1i8SpTcr7yvPOmcqrbnVXY
Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",82,5627202,20sxb77xiYeusSH8cVdatc
Luis Fonsi,"['latin', 'latin pop', 'puerto rican pop']",78,9849450,4V8Sr092TqfHkfAA5fXXqG
LUDMILLA,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",74,4317373,3CDoRporvSjdzTrm99a3gi
Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",75,3958679,0rvjqX7ttXeg3mTy8Xscbt
Los Ángeles Azules,"['gruperas inmortales', 'nu-cumbia', 'regional mexican', 'tropical']",78,5099282,0ZCO8oVkMj897cKgFH7fRW
BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",73,1891940,1Bl6wpkWCQ4KVgnASpvzzA
Kina,"['sad lo-fi', 'sad rap']",73,688142,4qIVPF0s71ZYW3qzhu5GkF
Dean Lewis,"['australian pop', 'pop', 'pop rock']",76,1812169,3QSQFmccmX81fWCUSPTS7y
Conan Gray,"['bedroom pop', 'electropop', 'indie pop', 'pop']",81,4470118,4Uc8Dsxct0oMqx0P6i60ea
John Legend,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",82,6016349,5y2Xq6xcjJb2jVM54GHK3t
Alan Walker,['electro house'],84,31483451,7vk5e3vY1uw9plTHJAMwjN
Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",81,8767035,1zNqDE7qDGCsyzJwohVaoX
Dominic Fike,"['alternative pop rock', 'pop']",73,582145,6USv9qhCn6zfxlBQIYJ9qs
Joji,"['alternative r&b', 'viral pop']",83,5173228,3MZsBdqDrRTJihTHQrO6Dq
Sam Feldt,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",76,661732,20gsENnposVs2I4rQ5kvrf
Apache 207,['german hip hop'],75,1783428,1qQLhymHXFPtP5U8KNKsm6
Bazzi,"['dance pop', 'electropop', 'pop']",77,4680590,4GvEc3ANtPPjt1ZJllr5Zl
Katy Perry,"['dance pop', 'pop', 'post-teen pop']",86,19949332,6jJ0s89eD6GaHleKKya26X
BTS,"['k-pop', 'k-pop boy group']",95,42241569,3Nrfpe0tUJi4K4DXYWgMUX
Jeremy Zucker,"['electropop', 'pop']",79,1844433,3gIRvgZssIb9aiirIg0nI3
Justin Bieber,"['canadian pop', 'pop']",96,53660812,1uNFoZAHBGtllmzznpCI3s
Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop']",75,7218603,5p7f24Rk5HkUZsaS3BLG5F
Gradur,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",63,1462190,2tcoLkA9Hexz70Kuc1NTUl
Dynoro,"['edm', 'electro house', 'pop dance', 'tropical house']",71,233346,3v6Ji4uoWtKRkhuDUaxi9n
TOKYO’S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",65,347998,5TbLOwv8BNnik3f03NZJlt
Olivia Rodrigo,['pop'],90,10940707,1McMsnEElThX1knmY4oliG
Tame Impala,"['australian psych', 'neo-psychedelic']",80,5260931,5INjqkS1o8h1imAzPqGZBb
Arcangel,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",84,7204165,4SsVbpTthjScTS7U2hmr1X
Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",90,10877779,1RyvyyTE3xzB2ZywiAwp0i
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",86,6661576,4LLpKhyESsyAXpc4laK94U
Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",86,5552840,181bsRPaVXVlUKXrxwZfHK
Likybo,['cali rap'],50,40742,16Nc36xAtNyQ7BMBcDsaLv
Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",84,22719860,0EmeFodog0BfCgMzAIvKQp
Eminem,"['detroit hip hop', 'hip hop', 'rap']",92,49906308,7dGJo4pcD2V6oG8kP0tJRR
Ufo361,"['german cloud rap', 'german hip hop']",75,1747146,5pVRwX5ZQR7hfJ18w8ZYkl
The 1975,"['modern alternative rock', 'modern rock', 'pop', 'rock']",77,5238379,3mIj9lX2MWuHmhNCA7LSCW
Thiaguinho MT,"['brega funk', 'funk carioca']",49,28944,0yApzRdrUqTGqX9MULdnmV
Matthew Wilder,['new wave pop'],61,31952,3bmFPbLMiLxtR9tFrTcKcP
Surfaces,"['bedroom soul', 'pop']",75,776060,4ETSs924pXMzjIeD6E9b4u
Hayley Williams,"['art pop', 'indie pop']",68,476843,6Rx1JKzBrSzoKQtmbVmBnM
Gzuz,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",74,1171158,5eioJDe26lOqkAMbuhzZYs
Samra,['german hip hop'],75,1084515,6h1s4i4XKIYv4ErDelLDN0
Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",83,21127060,6S2OmqARrzebs0tKUEyXyp
"Tyler, The Creator","['hip hop', 'rap']",86,7445381,4V8LLVI7PbaPR0K2TGSxFF
Myke Towers,['trap latino'],90,7284222,7iK8PXO48WeuP03g8YR51W
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",89,11197111,55Aa2cqylxrFIXC767Z865
Joker Bra,['german hip hop'],59,189993,325L7kby6bkG5qSXXAFEWM
A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",84,6107074,31W5EY0aAly4Qieq6OFu6I
Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",80,10955111,6JL8zeS1NmiOftqZTRgdTz
Russ,"['hawaiian hip hop', 'rap']",80,4177677,1z7b1Pr1rSlvWRzsW3HOrS
Gorillaz,['alternative hip hop'],82,7902165,3AA28KZvwAUcZuOKwyblJQ
Reynmen,"['turkish hip hop', 'turkish trap pop']",69,2396446,1Fg19vpUJpAAPFjnKaVYVW
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",88,1345906,2LIk90788K0zvyj2JJVwkJ
KSI,['uk hip hop'],74,2184486,1nzgtKYFckznkcVMR3Gg4z
Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",88,23274040,0hCNtLu0JehylgoiP8L4Gh
Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",82,4039215,2jku7tDXc6XoB6MO2hFuqg
Justin Timberlake,"['dance pop', 'pop']",81,11437054,31TPClRtHm23RisEBtV3X7
Pop Smoke,['brooklyn drill'],88,8361909,0eDvMgVFoNV3TpwtrVCoTj
Green Day,"['permanent wave', 'punk']",81,12801246,7oPftvlwr6VrsViSDV7fJY
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",81,4966037,02kJSzxNuaWGqwubyUba0Z
Diodato,"['italian adult pop', 'italian indie pop']",52,124067,2QWrpLRDeBD1NwWAsytBRi
Pinguini Tattici Nucleari,"['bergamo indie', 'italian indie pop', 'italian pop', 'milan indie']",72,618821,6RdcIWVKYYzNzjQRd3oyHS
Migos,"['atl hip hop', 'rap', 'trap']",81,11943510,6oMuImdp5ZcFhWP0ESe6mG
Powfu,['sad rap'],77,992207,6bmlMHgSheBauioMgKv2tn
Bruno Mars,"['dance pop', 'pop']",92,35941022,0du5cEVh5yTK9QJze8zA0C
The Police,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",77,4574757,5NGO30tJxFlKixkPSgXcFE
Polo G,['chicago rap'],91,5944426,6AgTAQt8XS6jRWi4sX7w49
Ashe,"['alt z', 'electropop', 'indie pop', 'pop']",72,802551,6P5NO5hzJbuOqSdyPB7SJM
Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",74,3906322,6ZLTlhejhndI4Rh53vYhrY
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",86,7856697,7wlFDEWiM5OoIAt8RSli8b
K CAMP,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",67,1392054,5bgfj5zUoWpyeVatGDjn6H
MC Ingryd,['funk 150 bpm'],45,99526,09EYYUcfEDOvj3D5f45L99
Brent Faiyaz,"['dmv rap', 'pop', 'r&b', 'rap']",81,1957367,3tlXnStJ1fFhdScmQeLpuG
SZA,"['pop', 'r&b', 'rap']",87,6646427,7tYKF4w9nC0nq9CsPZTHyP
Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",80,15229480,60d24wfXkVzDSfLS6hyCjZ
Capital Bra,['german hip hop'],76,4169803,4WZGDpNwrC0vNQyl9QzF7d
Residente,['venezuelan hip hop'],67,916153,5GcWBUX00IPuWVGMIRK1sS
G Herbo,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",78,1350562,5QdEbQJ3ylBnc3gsIASAT5
BENEE,"['alt z', 'nz pop', 'pop']",71,662884,0Cp8WN4V8Tu4QJQwCN5Md4
Christian Nodal,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",84,9291885,0XwVARXT135rw8lyw1EeWP
Jhené Aiko,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']",80,5021251,5ZS223C6JyBfXasXxrRqOk
Loredana,"['frauenrap', 'german hip hop', 'kosovan pop', 'romanian pop']",68,1076455,2Im8m4STDBosjfmb5hmP80
Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",87,3651495,2hlmm7s2ICUX0LVIhVFlZQ
Ninho,"['french hip hop', 'pop urbaine']",83,5210197,6Te49r3A6f5BiIgBRxH7FH
PUBLIC,['indie rockism'],65,173390,4vxaQs6vK54nK89J1VtLex
Swae Lee,"['melodic rap', 'trap']",81,1343470,1zNqQNIdeOUZHb8zbZRFMX
Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']",81,7628665,6icQOAFXDZKsumw3YXyusw
ITZY,['k-pop girl group'],78,3111188,2KC9Qb60EaY0kW4eH68vr3
Alex Rose,"['latin', 'reggaeton', 'trap latino']",76,2438616,2DspEsT7UXGKd2VaaedgG4
Robin Schulz,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",80,2844654,3t5xRXzsuZmMDkQzgOX35S
OneRepublic,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']",84,12773534,5Pwc4xIPtQLFEnJriah9YJ
Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,2724136,1pPmIToKXyGdsCF6LmqLmI
DripReport,['viral rap'],59,95393,3O5HD95HTEPgoPFOjAb7yV
Kenny Rogers,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",71,1843034,4tw2Lmn9tTPUv7Gy7mVPI4
Dolly Parton,"['classic country pop', 'country', 'country dawn']",75,1624333,32vWCbZh0xZ4o9gkz4PsEU
Topic,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",80,161777,0u6GtibW46tFX7koQ6uNJZ
Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap']",79,8546351,73sIBHcqh3Z3NyqHKZ7FOL
Sub Urban,['modern indie pop'],74,1087640,7gXb99Sf9nNmpNYeAgIQFG
PARTYNEXTDOOR,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",79,3415632,2HPaUgqeutzr3jx5a9WyDV
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",79,2768191,7rkW85dBwwrJtlHRDkJDAC
Zuna,"['albanian hip hop', 'german hip hop']",65,923405,2otUckChxWf2cp6UP2cD6e
Little Mix,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",83,9807805,3e7awlrlDSwF3iM0WBjGMp
Surf Mesa,['tropical house'],68,139787,1lmU3giNF3CSbkVSQmLpHQ
Joyner Lucas,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",78,1807433,6C1ohJrd5VydigQtaGy5Wa
Kontra K,"['christlicher rap', 'german hip hop']",71,1874071,4lDiJcOJ2GLCK6p9q5BgfK
AK AUSSERKONTROLLE,['german hip hop'],66,715691,07SFzTMeYf5P8Rd32a9Zzw
Luísa Sonza,"['funk carioca', 'pop nacional']",75,2263534,4PzYKhC14sTJNEr0dzoo0d
Frank Ocean,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",84,8558011,2h93pZq0e7k5yf4dywlkpM
Bill Withers,"['funk', 'motown', 'quiet storm', 'soul']",74,1230105,1ThoqLcyIYvZn7iWbj8fsj
Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']",80,6202158,3WGpXCj9YhhfX11TToZcXP
Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",78,4057367,2kRfqPViCqYdSGhYSM9R0Q
Shindy,['german hip hop'],69,813786,5j21TGkrNEAJe3gG9VlS34
Feid,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']",81,810034,2LRoIwlKmHjgvigdNGBHNo
Rod Wave,['florida rap'],80,2572169,45TgXXqMDdF8BkjA83OM7z
Vicetone,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",69,388823,0daugAjUgbJSqdlyYNwIbT
