track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
3GCdLUSnKSMJhs4Tj6CV3s,0.633,0.0926,96.924,0.0597,0.0605,0.000194,0.698,8,232187,-4.946,1,0.552
75ZvA4QfFiZvzhj2xkaWAh,0.538,0.196,143.95,0.0382,0.0689,0,0.556,8,223347,-5.408,0,0.291
3Hb9kUdm4yf839Fle4RIdT,0.599,0.0775,86.533,0.149,0.381,0,0.828,11,171692,-1.624,1,0.478
2ijef6ni2amuunRoKTlgww,0.745,0.104,94.014,0.0464,0.354,2.93e-05,0.791,11,188560,-3.695,0,0.82
7AFASza1mXqntmGtbxXprO,0.308,0.0984,64.934,0.029,0.883,0,0.669,11,121887,-10.068,1,0.52
7lAK3oHbfEnvUQWosrMMpR,0.554,0.116,128.047,0.0409,0.283,3.4e-06,0.785,0,150043,-6.571,1,0.144
1zB4vmk8tFRmM9UULNzbLB,0.822,0.147,167.997,0.0438,0.00671,0.134,0.605,0,187147,-4.833,1,0.288
5OCJzvD7sykQEKHH7qAC3C,0.658,0.237,145.031,0.0558,0.0233,6e-05,0.602,1,197547,-5.934,1,0.268
6mQLN3zRtAp6ovjusyYKrV,0.743,0.465,125.944,0.0393,0.237,0,0.67,10,218293,-4.993,1,0.571
4OafepJy2teCjYJbvFE60J,0.656,0.213,100.049,0.0433,0.0211,1.37e-05,0.568,8,198160,-5.413,1,0.364
2wVDWtLKXunswWecARNILj,0.642,0.0953,95.045,0.087,0.0861,0,0.751,3,169567,-5.165,0,0.388
2374M0fQpWi3dLnB54qaLX,0.373,0.0481,92.718,0.0323,0.257,8.01e-05,0.671,9,295893,-18.064,1,0.732
62o8KoI44JfN7aYxgTnPvh,0.752,0.232,180.049,0.345,0.31,0,0.749,6,183753,-4.883,1,0.901
4qKcDkK6siZ7Jp1Jb4m0aL,0.581,0.105,140.022,0.27,0.00104,5.86e-05,0.922,10,181263,-7.495,1,0.595
5Z3GHaZ6ec9bsiI5BenrbY,0.539,0.165,136.948,0.0421,0.199,1.66e-05,0.799,1,202547,-6.351,1,0.394
5N4erncE7kuUccm7zEmwzk,0.67,0.338,118.159,0.0473,0.0104,3.33e-06,0.588,0,238173,-6.439,1,0.505
6cFZ4PLC19taNlpl9pbGMf,0.693,0.215,111.539,0.0565,0.19,0,0.497,8,296493,-7.024,1,0.358
2qkNnJvQvhLiZ63X1L3eFz,0.838,0.189,156.008,0.13,0.778,0,0.398,8,182341,-4.734,0,0.206
6QgjcU0zLnzq5OrUoSZ3OK,0.795,0.0717,79.028,0.0504,0.0417,0.000113,0.801,1,163253,-5.115,0,0.754
5qFeMRz4TvetPmzjre9Dq7,0.811,0.0871,87.866,0.0714,0.161,0.000363,0.684,7,250840,-4.494,1,0.721
4kWO6O1BUXcZmaxitpVUwp,0.834,0.0586,128.005,0.045,0.374,0,0.747,3,215760,-2.867,0,0.687
2P91MQbaiQOfbiz9VqhqKQ,0.505,0.104,91.97,0.253,0.535,2.55e-06,0.752,9,197437,-7.621,1,0.419
6q8Lb50EtqNeeJXXe8mMAH,0.801,0.143,130.059,0.0683,0.279,4.71e-06,0.728,8,226627,-2.942,0,0.416
7AQim7LbvFVZJE3O8TYgf2,0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,0,146520,-9.74,0,0.329
2H1liABu20HXBOmbt5SQz1,0.813,0.797,123.842,0.0452,0.204,0,0.741,11,190084,-4.83,0,0.765
4hQ6UGyWQIGJmHSo0J88JW,0.724,0.12,102.061,0.0486,0.0945,1.68e-06,0.601,6,207905,-4.856,1,0.508
3bidbhpOYeV4knp8AIu8Xn,0.922,0.0862,146.078,0.0786,0.0291,0,0.641,2,258343,-4.457,1,0.847
2lAyctg5FocS67eksHoyIg,0.723,0.184,149.918,0.0574,0.115,0,0.815,6,147990,-3.611,0,0.896
278kSqsZIiYp8p3QjYAqa8,0.449,0.273,128.028,0.0674,0.556,1.85e-05,0.826,5,236216,-8.33,0,0.337
2X8sssaxS5GReg6945B6RW,0.94,0.578,124.015,0.0386,0.0201,0,0.681,0,163851,-1.77,1,0.648
6vN77lE9LK6HP2DewaN6HZ,0.346,0.108,119.957,0.53,0.0355,0,0.963,5,142273,-9.309,0,0.562
0YammaEkYSeo9vQYZ1OwS6,0.66,0.192,95.031,0.123,0.137,0,0.703,10,198947,-5.119,0,0.79
4NBTZtAt1F13VvlSKe6KTl,0.571,0.0912,105.049,0.0439,0.0558,0,0.575,1,197947,-7.906,1,0.449
4paAidoE8VAemwU4jgCc6l,0.62,0.118,130.09,0.0422,0.171,1.16e-06,0.713,0,211785,-4.513,1,0.206
04ZTP5KsCypmtCmQg5tH9R,0.694,0.0719,97.005,0.0253,0.00281,0,0.63,11,195519,-6.257,0,0.216
4Uy3kNxW2kB8AEoXljEcth,0.881,0.347,112.027,0.137,0.0166,2.3e-06,0.766,9,174893,-5.158,0,0.674
3a1lNhkSLSkpJE4MSHpDu9,0.804,0.253,123.146,0.0363,0.215,0,0.63,6,220293,-4.183,1,0.492
5WvAo7DNuPRmk4APhdPzi8,0.76,0.0865,135.702,0.342,0.0733,0,0.552,0,260000,-4.706,1,0.639
4e4fqjx0Izh4svvTef1z7e,0.772,0.0646,153.995,0.0848,0.0476,0,0.642,10,164205,-6.61,1,0.589
222B3aljXx6fFwKmFjuBED,0.854,0.0808,75.002,0.0608,0.177,0,0.754,5,229720,-3.449,0,0.8
1KVczjazCcCCgM3gXXUl47,0.601,0.117,147.018,0.164,0.168,0,0.612,8,223543,-7.089,1,0.525
7GX5flRQZVHRAGd6B4TmDO,0.75,0.109,155.096,0.231,0.00264,0,0.732,11,182707,-6.366,0,0.401
5yH8pYxNckOU1cxfPsMIaz,0.933,0.184,139.998,0.106,0.7,2.81e-06,0.848,5,171998,-3.306,0,0.506
74lnM5V6ecvoTPV0fvptx9,0.617,0.734,149.962,0.442,0.113,0,0.808,10,166400,-9.32,0,0.632
39N9RPD9MRb5WmoLzNzPeA,0.773,0.334,180.073,0.0549,0.0364,0.00108,0.595,9,173628,-4.736,0,0.711
1zi7xx7UVEFkmKfv06H8x0,0.625,0.329,103.967,0.0536,0.00776,0.0018,0.792,1,173987,-5.609,1,0.37
4m5Cd9kAbIxg6t9sMrQWtk,0.691,0.344,142.027,0.0723,0.0115,0,0.82,6,135739,-6.646,0,0.683
5CLGzJsGqhCEECcpnFQA8x,0.809,0.165,92.213,0.0474,0.194,0,0.653,0,210773,-4.057,1,0.55
5uCax9HTNlzGybIStD3vDh,0.557,0.0902,85.043,0.059,0.695,0,0.358,10,211467,-7.398,1,0.494
45Egmo7icyopuzJN0oMEdk,0.648,0.134,143.955,0.0449,0.0956,0,0.708,6,201707,-5.626,1,0.338
1G586ld1gbaECg4Bc6w40O,0.784,0.0897,94.036,0.101,0.175,0,0.837,7,217653,-4.531,0,0.748
59PYgzOiOjGDzjDT5N5oOX,0.69,0.413,94.194,0.226,0.589,0,0.825,10,327467,-4.252,0,0.516
6wWaVoUOzLQJHd3bWAUpdZ,0.686,0.193,132.055,0.284,0.0677,0,0.753,1,194732,-5.415,0,0.886
60SdxE8apGAxMiRrpbmLY0,0.786,0.127,153.068,0.306,0.0627,0,0.876,10,244679,-4.884,0,0.575
4OBZT9EnhYIV17t4pGw7ig,0.371,0.109,75.208,0.0405,0.795,0,0.473,4,209400,-10.219,0,0.413
5274I4mUMnYczyeXkGDWZN,0.542,0.126,166.111,0.323,0.0484,0,0.656,7,141587,-7.358,1,0.551
7ycWLEP1GsNjVvcjawXz3z,0.569,0.1,80.015,0.106,0.0609,0.0816,0.854,5,205040,-8.151,0,0.294
6rPO02ozF3bM7NnOV4h6s2,0.816,0.0967,178.085,0.167,0.228,0,0.653,2,228827,-4.353,1,0.816
1DcxnVNFAyVl2sDQ646pXS,0.65,0.122,92.975,0.109,0.363,8.17e-05,0.786,4,129040,-6.839,1,0.712
1mXVgsBdtIVeCLJnSnmtdV,0.372,0.169,91.873,0.0432,0.64,0,0.681,5,201000,-8.237,1,0.476
4pbJqGIASGPr0ZpGpnWkDn,0.497,0.259,81.308,0.119,0.676,0,0.692,2,122067,-7.316,1,0.475
1mqlc0vEP9mU1kZgTi6LIQ,0.911,0.3,125.895,0.0305,0.183,0.000107,0.693,9,216520,-3.691,1,0.982
2c7GlMNmF7pbohjykutmLP,0.716,0.263,112.035,0.0351,0.0085,9.06e-06,0.691,7,187027,-5.985,1,0.507
1fewSx2d5KIZ04wsooEBOz,0.464,0.238,109.004,0.0645,0.368,1.71e-05,0.901,5,203267,-9.789,0,0.638
6JQvHMSaR8flFsN53ypOfP,0.558,0.116,79.992,0.0603,0.462,0,0.699,11,165000,-7.622,1,0.493
3Vo4wInECJQuz9BIBMOu8i,0.859,0.0215,105.115,0.0996,0.0185,0,0.704,5,217289,-4.877,0,0.926
7sO5G9EABYOXQKNPNiE9NR,0.428,0.114,100.007,0.206,0.149,5.05e-05,0.88,9,172800,-8.28,1,0.333
5ixqGGFu0hdHfErdp32QwT,0.934,0.0854,160.108,0.0453,0.22,1.73e-06,0.768,8,160640,-2.533,1,0.916
2PpruBYCo4H7WOBJ7Q2EwM,0.974,0.174,79.526,0.0664,0.103,0.000532,0.727,4,235213,-2.261,0,0.965
7oK9VyNzrYvRFo7nQEYkWN,0.924,0.0953,148.017,0.0808,0.00101,0,0.356,1,222587,-3.74,1,0.232
2WfaOiMkCvy7F5fcp2zZ8L,0.902,0.0928,84.412,0.054,0.018,0.00125,0.573,6,225280,-7.638,0,0.876
1h9P5WJwyvK8OB7O2YiXgp,0.71,0.108,192.068,0.335,0.25,0,0.69,5,200747,-5.144,1,0.726
7KXjTSCq5nL1LoYtL7XAwS,0.621,0.0958,150.011,0.102,0.000282,5.39e-05,0.908,1,177000,-6.638,0,0.421
0PaAB17axL9hn88mHiw8g0,0.794,0.236,157.987,0.0402,0.591,0,0.741,3,196613,-2.555,1,0.765
79OEIr4J4FHV0O3KrhaXRb,0.383,0.0922,100.021,0.565,0.00195,0,0.942,10,177806,-8.099,1,0.38
27SdWb2rFzO6GWiYDBTD9j,0.698,0.0907,89.976,0.105,0.0472,0.00143,0.628,6,211667,-5.608,0,0.732
5qqabIl2vWzo9ApSC317sa,0.896,0.194,174.302,0.0407,0.000452,0,0.378,2,258773,-4.066,1,0.469
3GVkPk8mqxz0itaAriG1L7,0.57,0.112,129.953,0.133,0.847,2.14e-05,0.734,7,95467,-7.066,0,0.689
2QZ7WLBE8h2y1Y5Fb8RYbH,0.712,0.13,140.025,0.066,0.0573,0,0.622,5,211360,-7.321,1,0.487
3rPAD722s5FFNnwjC91t7Z,0.57,0.108,95.038,0.113,0.372,0.00524,0.773,8,187125,-3.482,1,0.772
7uzmGiiJyRfuViKKK3lVmR,0.789,0.451,142.929,0.0722,0.0161,2.77e-06,0.71,4,131064,-3.874,1,0.717
1oJ8EDr2pv94IvSd6ZmDgo,0.672,0.14,160.077,0.212,0.0893,9.77e-06,0.761,1,192405,-5.887,1,0.437
1mT47pKLXUwPYGwB91GcNz,0.872,0.11,96.939,0.0547,0.154,0.000146,0.715,6,212493,-3.501,1,0.682
04cd1MHVq1D8v1nuTZoCdv,0.731,0.131,152.024,0.103,0.175,0,0.823,11,186316,-3.399,0,0.952
6gBFPUFcJLzWGx4lenP6h2,0.728,0.149,130.049,0.0484,0.0847,0,0.841,7,243837,-3.37,1,0.43
0PowxVSTY2uh1CPc8EPKyX,0.831,0.105,160.153,0.177,0.42,0,0.777,8,167898,-2.129,1,0.791
79hJaqmVdohltPBNN6BULM,0.567,0.152,103.606,0.0355,0.07,0.00105,0.708,10,281667,-15.539,0,0.955
7rLegaz7zKB6EtDNzcslKE,0.756,0.0779,140.073,0.228,0.711,0,0.896,4,240000,-5.56,0,0.686
4bHsxqR3GMrXTxEPLuK5ue,0.748,0.447,118.852,0.0363,0.127,0,0.5,4,250987,-9.072,1,0.514
1Slwb6dOYkBlWal1PGtnNg,0.445,0.184,78.998,0.0295,0.474,0,0.781,2,281560,-6.061,1,0.591
5aXgz1oKK8Q9z9xvTmSnrO,0.615,0.109,105.955,0.0454,0.00587,1.75e-06,0.755,4,215364,-8.245,1,0.039
51NFxnQvaosfDDutk0tams,0.573,0.482,99.939,0.106,0.46,0.0734,0.695,4,179172,-8.597,0,0.408
6eYxmK9fdL4hwLnXG2zY3s,0.726,0.0976,139.059,0.282,0.259,0,0.763,1,126346,-6.405,1,0.349
0kCqaybZgYcLYxzZymmBoc,0.67,0.749,104.022,0.0317,0.299,0,0.69,9,184326,-5.345,1,0.579
2rbDhOo9Fh61Bbu23T2qCk,0.502,0.764,129.976,0.0409,0.299,0,0.553,0,210200,-5.972,1,0.296
7KPGeiXWDsGEvFK62wzU8E,0.692,0.12,100.082,0.329,0.485,0,0.783,10,159152,-6.156,0,0.26
2uIX8YMNjGMD7441kqyyNU,0.37,0.0841,144.828,0.0361,0.819,0.0577,0.475,4,200560,-7.725,0,0.157
6fxVffaTuwjgEk5h9QyRjy,0.379,0.0986,107.989,0.0476,0.607,0.000464,0.614,4,258987,-10.48,1,0.201
5rFj8OzffT0iggSjcBaeND,0.407,0.18,115.124,0.046,0.476,0,0.584,1,246735,-7.356,0,0.341
0lsRatBUs9HNIZAmoGABzk,0.412,0.0659,126.754,0.0301,0.488,0.00016,0.689,7,184060,-7.523,0,0.537
5Gu0PDLN4YJeW75PpBSg9p,0.708,0.0841,103.07,0.0474,0.0337,0,0.664,8,174800,-4.154,1,0.742
630sXRhIcfwr2e4RdNtjKN,0.619,0.122,125.046,0.0386,0.0716,0,0.684,10,217440,-7.005,1,0.284
